premises,target_sentence,item_id,context,target,brace,condition,task_id,critical,sentence_surprisal,wieder_surprisal,word_surprisal,critical_surprisal
Vor zwei Monaten hat Thorsten Linda ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Linda wieder ein interessantes Jobangebot bekommen, als sie auf einer Jobbörse zugegen war.",11,ai,bi,1,positive,40,bekommen,140.0,10.625,"[('Vor', 12.375), ('zwei', 13.8125), ('Tagen', 5.65625), ('hat', 0.76953125), ('Linda', 5.875), ('wieder', 10.625), ('ein', 5.5), ('interessantes', 0.053680419921875), ('Jobangebot', 0.01556396484375), ('bekommen', 9.9375), (',', 5.9375), ('als', 11.125), ('sie', 7.40625), ('auf', 5.4375), ('einer', 5.5), ('Jobbörse', 17.66796875), ('zugegen', 19.84375), ('war', 1.8671875), ('.', 0.69921875)]",9.9375
Vor zwei Monaten hat Thorsten Linda ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Thorsten wieder ein interessantes Jobangebot bekommen, als er auf einer Jobbörse zugegen war.",11,ai,bi,2,neutral,40,bekommen,139.0,9.3125,"[('Vor', 12.375), ('zwei', 13.8125), ('Tagen', 5.65625), ('hat', 0.76953125), ('Thorsten', 10.55859375), ('wieder', 9.3125), ('ein', 4.75), ('interessantes', 0.08251953125), ('Jobangebot', 0.01556396484375), ('bekommen', 10.9375), (',', 5.1875), ('als', 9.6875), ('er', 3.90625), ('auf', 6.09375), ('einer', 5.0), ('Jobbörse', 17.7578125), ('zugegen', 20.6875), ('war', 2.203125), ('.', 0.5078125)]",10.9375
Vor zwei Monaten hat Thorsten Linda ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Linda wieder ein interessantes Jobangebot gemacht, als sie auf einer Jobbörse zugegen war.",11,ai,bii,1,neutral,41,gemacht,139.0,10.625,"[('Vor', 12.375), ('zwei', 13.8125), ('Tagen', 5.65625), ('hat', 0.76953125), ('Linda', 5.875), ('wieder', 10.625), ('ein', 5.5), ('interessantes', 0.053680419921875), ('Jobangebot', 0.01556396484375), ('gemacht', 7.90625), (',', 6.125), ('als', 12.125), ('sie', 7.40625), ('auf', 5.59375), ('einer', 5.0625), ('Jobbörse', 18.40625), ('zugegen', 19.28125), ('war', 1.796875), ('.', 0.87890625)]",7.90625
Vor zwei Monaten hat Thorsten Linda ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Thorsten wieder ein interessantes Jobangebot gemacht, als er auf einer Jobbörse zugegen war.",11,ai,bii,2,positive,41,gemacht,134.0,9.3125,"[('Vor', 12.375), ('zwei', 13.8125), ('Tagen', 5.65625), ('hat', 0.76953125), ('Thorsten', 10.55859375), ('wieder', 9.3125), ('ein', 4.75), ('interessantes', 0.08251953125), ('Jobangebot', 0.01556396484375), ('gemacht', 9.625), (',', 5.1875), ('als', 10.125), ('er', 3.171875), ('auf', 6.375), ('einer', 4.59375), ('Jobbörse', 17.6875), ('zugegen', 18.5), ('war', 0.99609375), ('.', 0.6796875)]",9.625
Vor zwei Monaten hat Linda Thorsten ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Linda wieder ein interessantes Jobangebot bekommen, als sie auf einer Jobbörse zugegen war.",11,aii,bi,1,neutral,42,bekommen,139.0,10.5625,"[('Vor', 13.1875), ('zwei', 14.4375), ('Tagen', 8.6875), ('hat', 1.484375), ('Linda', 0.6640625), ('wieder', 10.5625), ('ein', 3.5625), ('interessantes', 0.03076171875), ('Jobangebot', 1.85546875), ('bekommen', 9.75), (',', 4.65625), ('als', 9.5625), ('sie', 8.4375), ('auf', 6.1875), ('einer', 4.59375), ('Jobbörse', 19.0), ('zugegen', 19.0), ('war', 2.59375), ('.', 0.384765625)]",9.75
Vor zwei Monaten hat Linda Thorsten ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Thorsten wieder ein interessantes Jobangebot bekommen, als er auf einer Jobbörse zugegen war.",11,aii,bi,2,positive,42,bekommen,153.0,8.5625,"[('Vor', 13.1875), ('zwei', 14.4375), ('Tagen', 8.6875), ('hat', 1.484375), ('Thorsten', 17.75), ('wieder', 8.5625), ('ein', 6.90625), ('interessantes', 0.03076171875), ('Jobangebot', 1.494140625), ('bekommen', 8.8125), (',', 4.15625), ('als', 8.6875), ('er', 5.90625), ('auf', 7.1875), ('einer', 6.75), ('Jobbörse', 17.390625), ('zugegen', 18.96875), ('war', 1.71875), ('.', 0.466796875)]",8.8125
Vor zwei Monaten hat Linda Thorsten ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Linda wieder ein interessantes Jobangebot gemacht, als sie auf einer Jobbörse zugegen war.",11,aii,bii,1,positive,43,gemacht,136.0,10.5625,"[('Vor', 13.1875), ('zwei', 14.4375), ('Tagen', 8.6875), ('hat', 1.484375), ('Linda', 0.6640625), ('wieder', 10.5625), ('ein', 3.5625), ('interessantes', 0.03076171875), ('Jobangebot', 1.85546875), ('gemacht', 7.0), (',', 4.75), ('als', 10.5), ('sie', 6.9375), ('auf', 6.34375), ('einer', 3.71875), ('Jobbörse', 21.328125), ('zugegen', 18.15625), ('war', 2.65625), ('.', 0.53125)]",7.0
Vor zwei Monaten hat Linda Thorsten ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Thorsten wieder ein interessantes Jobangebot gemacht, als er auf einer Jobbörse zugegen war.",11,aii,bii,2,neutral,43,gemacht,151.0,8.5625,"[('Vor', 13.1875), ('zwei', 14.4375), ('Tagen', 8.6875), ('hat', 1.484375), ('Thorsten', 17.75), ('wieder', 8.5625), ('ein', 6.90625), ('interessantes', 0.03076171875), ('Jobangebot', 1.494140625), ('gemacht', 7.0625), (',', 4.03125), ('als', 9.5), ('er', 4.78125), ('auf', 7.125), ('einer', 6.0625), ('Jobbörse', 17.890625), ('zugegen', 18.75), ('war', 2.0625), ('.', 0.75390625)]",7.0625
Vor drei Jahren hat Thorsten für Timo einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Timo wieder einen großen Kleiderschrank bekommen, weil er mit einem Freund ausgemistet hat.",12,ai,bi,1,positive,44,bekommen,156.0,12.875,"[('Vor', 8.75), ('einer', 11.0), ('Woche', 6.40625), ('hat', 9.375), ('Timo', 4.8125), ('wieder', 12.875), ('einen', 4.75), ('großen', 0.15234375), ('Kleiderschrank', 10.171875), ('bekommen', 8.625), (',', 8.9375), ('weil', 8.125), ('er', 4.375), ('mit', 7.5), ('einem', 2.390625), ('Freund', 13.125), ('ausgemistet', 30.5625), ('hat', 1.5703125), ('.', 2.109375)]",8.625
Vor drei Jahren hat Thorsten für Timo einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Thorsten wieder einen großen Kleiderschrank bekommen, weil er mit einem Freund ausgemistet hat.",12,ai,bi,2,neutral,44,bekommen,143.0,10.875,"[('Vor', 8.75), ('einer', 11.0), ('Woche', 6.40625), ('hat', 9.375), ('Thorsten', 6.765625), ('wieder', 10.875), ('einen', 2.375), ('großen', 0.15234375), ('Kleiderschrank', 7.148406982421875), ('bekommen', 8.0625), (',', 8.6875), ('weil', 7.5625), ('er', 0.345703125), ('mit', 8.6875), ('einem', 0.1982421875), ('Freund', 14.625), ('ausgemistet', 28.8125), ('hat', 1.0234375), ('.', 1.703125)]",8.0625
Vor drei Jahren hat Thorsten für Timo einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Timo wieder einen großen Kleiderschrank weggegeben, weil er mit einem Freund ausgemistet hat.",12,ai,bii,1,neutral,45,weggegeben,182.0,12.875,"[('Vor', 8.75), ('einer', 11.0), ('Woche', 6.40625), ('hat', 9.375), ('Timo', 4.8125), ('wieder', 12.875), ('einen', 4.75), ('großen', 0.15234375), ('Kleiderschrank', 10.171875), ('weggegeben', 28.5625), (',', 10.4375), ('weil', 11.75), ('er', 5.0), ('mit', 6.8125), ('einem', 1.28125), ('Freund', 12.9375), ('ausgemistet', 30.1875), ('hat', 4.03125), ('.', 3.015625)]",28.5625
Vor drei Jahren hat Thorsten für Timo einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Thorsten wieder einen großen Kleiderschrank weggegeben, weil er mit einem Freund ausgemistet hat.",12,ai,bii,2,positive,45,weggegeben,166.0,10.875,"[('Vor', 8.75), ('einer', 11.0), ('Woche', 6.40625), ('hat', 9.375), ('Thorsten', 6.765625), ('wieder', 10.875), ('einen', 2.375), ('großen', 0.15234375), ('Kleiderschrank', 7.148406982421875), ('weggegeben', 27.625), (',', 10.625), ('weil', 9.5), ('er', 0.2294921875), ('mit', 8.1875), ('einem', 1.2734375), ('Freund', 14.375), ('ausgemistet', 28.25), ('hat', 1.59375), ('.', 1.84375)]",27.625
Vor drei Jahren hat Timo für Thorsten einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Timo wieder einen großen Kleiderschrank bekommen, weil er mit einem Freund ausgemistet hat.",12,aii,bi,1,neutral,46,bekommen,139.0,12.25,"[('Vor', 9.4375), ('einer', 10.875), ('Woche', 6.1875), ('hat', 8.3125), ('Timo', 4.9375), ('wieder', 12.25), ('einen', 3.90625), ('großen', 0.0155029296875), ('Kleiderschrank', 0.6416015625), ('bekommen', 8.375), (',', 8.5), ('weil', 8.5625), ('er', 3.1875), ('mit', 6.875), ('einem', 0.390625), ('Freund', 15.625), ('ausgemistet', 28.5), ('hat', 1.3828125), ('.', 1.1484375)]",8.375
Vor drei Jahren hat Timo für Thorsten einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Thorsten wieder einen großen Kleiderschrank bekommen, weil er mit einem Freund ausgemistet hat.",12,aii,bi,2,positive,46,bekommen,135.0,11.125,"[('Vor', 9.4375), ('einer', 10.875), ('Woche', 6.1875), ('hat', 8.3125), ('Thorsten', 3.6953125), ('wieder', 11.125), ('einen', 4.5625), ('großen', 0.0155029296875), ('Kleiderschrank', 0.349609375), ('bekommen', 8.3125), (',', 8.5625), ('weil', 8.875), ('er', 0.94140625), ('mit', 6.9375), ('einem', 0.8828125), ('Freund', 14.8125), ('ausgemistet', 27.875), ('hat', 1.4375), ('.', 1.546875)]",8.3125
Vor drei Jahren hat Timo für Thorsten einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Timo wieder einen großen Kleiderschrank weggegeben, weil er mit einem Freund ausgemistet hat.",12,aii,bii,1,positive,47,weggegeben,162.0,12.25,"[('Vor', 9.4375), ('einer', 10.875), ('Woche', 6.1875), ('hat', 8.3125), ('Timo', 4.9375), ('wieder', 12.25), ('einen', 3.90625), ('großen', 0.0155029296875), ('Kleiderschrank', 0.6416015625), ('weggegeben', 25.125), (',', 10.0), ('weil', 11.25), ('er', 2.625), ('mit', 6.8125), ('einem', 1.109375), ('Freund', 15.3125), ('ausgemistet', 29.4375), ('hat', 2.25), ('.', 1.4453125)]",25.125
Vor drei Jahren hat Timo für Thorsten einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Thorsten wieder einen großen Kleiderschrank weggegeben, weil er mit einem Freund ausgemistet hat.",12,aii,bii,2,neutral,47,weggegeben,159.0,11.125,"[('Vor', 9.4375), ('einer', 10.875), ('Woche', 6.1875), ('hat', 8.3125), ('Thorsten', 3.6953125), ('wieder', 11.125), ('einen', 4.5625), ('großen', 0.0155029296875), ('Kleiderschrank', 0.349609375), ('weggegeben', 25.0625), (',', 10.0), ('weil', 11.9375), ('er', 0.578125), ('mit', 7.28125), ('einem', 1.46875), ('Freund', 15.5625), ('ausgemistet', 28.3125), ('hat', 2.28125), ('.', 1.7734375)]",25.0625
Letzte Woche hat Thorsten Greta mit einem spannenden Auftrag betreut.,"Vor zwei Tagen hat Greta wieder einen spannenden Auftrag ausgeführt, als sie an einer Konferenz teilgenommen hat.",13,ai,bi,1,positive,48,ausgeführt,119.5,10.6875,"[('Vor', 10.875), ('zwei', 11.5), ('Tagen', 3.53125), ('hat', 1.3828125), ('Greta', 8.1875), ('wieder', 10.6875), ('einen', 3.703125), ('spannenden', 7.30859375), ('Auftrag', 0.10400390625), ('ausgeführt', 9.3125), (',', 5.1875), ('als', 6.90625), ('sie', 4.53125), ('an', 8.4375), ('einer', 4.3125), ('Konferenz', 14.75), ('teilgenommen', 7.859375), ('hat', 0.138671875), ('.', 0.71484375)]",9.3125
Letzte Woche hat Thorsten Greta mit einem spannenden Auftrag betreut.,"Vor zwei Tagen hat Thorsten wieder einen spannenden Auftrag ausgeführt, als er an einer Konferenz teilgenommen hat.",13,ai,bi,2,neutral,48,ausgeführt,111.0,8.5625,"[('Vor', 10.875), ('zwei', 11.5), ('Tagen', 3.53125), ('hat', 1.3828125), ('Thorsten', 2.9061279296875), ('wieder', 8.5625), ('einen', 3.53125), ('spannenden', 5.609375), ('Auftrag', 0.11083984375), ('ausgeführt', 9.5), (',', 5.03125), ('als', 7.0625), ('er', 3.984375), ('an', 8.4375), ('einer', 4.875), ('Konferenz', 13.015625), ('teilgenommen', 10.140625), ('hat', 0.10400390625), ('.', 0.76171875)]",9.5
Letzte Woche hat Thorsten Greta mit einem spannenden Auftrag betreut.,"Vor zwei Tagen hat Greta wieder einen spannenden Auftrag vergeben, als sie an einer Konferenz teilgenommen hat.",13,ai,bii,1,neutral,49,vergeben,120.0,10.6875,"[('Vor', 10.875), ('zwei', 11.5), ('Tagen', 3.53125), ('hat', 1.3828125), ('Greta', 8.1875), ('wieder', 10.6875), ('einen', 3.703125), ('spannenden', 7.30859375), ('Auftrag', 0.10400390625), ('vergeben', 11.5546875), (',', 5.875), ('als', 7.03125), ('sie', 4.65625), ('an', 7.75), ('einer', 3.46875), ('Konferenz', 13.609375), ('teilgenommen', 8.328125), ('hat', 0.2109375), ('.', 0.390625)]",11.5546875
Letzte Woche hat Thorsten Greta mit einem spannenden Auftrag betreut.,"Vor zwei Tagen hat Thorsten wieder einen spannenden Auftrag vergeben, als er an einer Konferenz teilgenommen hat.",13,ai,bii,2,positive,49,vergeben,109.5,8.5625,"[('Vor', 10.875), ('zwei', 11.5), ('Tagen', 3.53125), ('hat', 1.3828125), ('Thorsten', 2.9061279296875), ('wieder', 8.5625), ('einen', 3.53125), ('spannenden', 5.609375), ('Auftrag', 0.11083984375), ('vergeben', 12.3125), (',', 5.5), ('als', 6.59375), ('er', 4.15625), ('an', 7.625), ('einer', 3.953125), ('Konferenz', 12.78125), ('teilgenommen', 7.90625), ('hat', 0.138671875), ('.', 0.4609375)]",12.3125
Letzte Woche hat Greta Thorsten mit einem spannenden Auftrag betreut.,"Vor zwei Tagen hat Greta wieder einen spannenden Auftrag ausgeführt, als sie an einer Konferenz teilgenommen hat.",13,aii,bi,1,neutral,50,ausgeführt,149.0,12.8125,"[('Vor', 10.8125), ('zwei', 16.5), ('Tagen', 7.90625), ('hat', 4.15625), ('Greta', 14.0625), ('wieder', 12.8125), ('einen', 5.90625), ('spannenden', 10.8125), ('Auftrag', 0.0751953125), ('ausgeführt', 11.8125), (',', 6.46875), ('als', 7.28125), ('sie', 2.4375), ('an', 8.9375), ('einer', 4.875), ('Konferenz', 13.109375), ('teilgenommen', 8.3671875), ('hat', 0.19140625), ('.', 2.25)]",11.8125
Letzte Woche hat Greta Thorsten mit einem spannenden Auftrag betreut.,"Vor zwei Tagen hat Thorsten wieder einen spannenden Auftrag ausgeführt, als er an einer Konferenz teilgenommen hat.",13,aii,bi,2,positive,50,ausgeführt,142.0,11.375,"[('Vor', 10.8125), ('zwei', 16.5), ('Tagen', 7.90625), ('hat', 4.15625), ('Thorsten', 10.140625), ('wieder', 11.375), ('einen', 6.90625), ('spannenden', 6.328125), ('Auftrag', 0.83984375), ('ausgeführt', 12.0625), (',', 5.9375), ('als', 7.375), ('er', 2.546875), ('an', 9.25), ('einer', 4.65625), ('Konferenz', 15.375), ('teilgenommen', 7.46484375), ('hat', 0.1455078125), ('.', 1.8359375)]",12.0625
Letzte Woche hat Greta Thorsten mit einem spannenden Auftrag betreut.,"Vor zwei Tagen hat Greta wieder einen spannenden Auftrag vergeben, als sie an einer Konferenz teilgenommen hat.",13,aii,bii,1,positive,51,vergeben,148.0,12.8125,"[('Vor', 10.8125), ('zwei', 16.5), ('Tagen', 7.90625), ('hat', 4.15625), ('Greta', 14.0625), ('wieder', 12.8125), ('einen', 5.90625), ('spannenden', 10.8125), ('Auftrag', 0.0751953125), ('vergeben', 11.181640625), (',', 7.03125), ('als', 7.5), ('sie', 3.203125), ('an', 8.125), ('einer', 4.375), ('Konferenz', 12.015625), ('teilgenommen', 9.171875), ('hat', 0.73046875), ('.', 1.3671875)]",11.181640625
Letzte Woche hat Greta Thorsten mit einem spannenden Auftrag betreut.,"Vor zwei Tagen hat Thorsten wieder einen spannenden Auftrag vergeben, als er an einer Konferenz teilgenommen hat.",13,aii,bii,2,neutral,51,vergeben,141.0,11.375,"[('Vor', 10.8125), ('zwei', 16.5), ('Tagen', 7.90625), ('hat', 4.15625), ('Thorsten', 10.140625), ('wieder', 11.375), ('einen', 6.90625), ('spannenden', 6.328125), ('Auftrag', 0.83984375), ('vergeben', 12.6328125), (',', 6.65625), ('als', 7.0625), ('er', 3.0), ('an', 8.25), ('einer', 4.21875), ('Konferenz', 14.109375), ('teilgenommen', 8.1328125), ('hat', 0.306640625), ('.', 1.5)]",12.6328125
Letzten Monat hat Thorsten Sabine ein selbstgemaltes Bild gezeigt.,"Vor zwei Wochen hat Sabine wieder ein selbstgemaltes Bild gesehen, als sie mit einer Künstlerin verabredet war.",14,ai,bi,1,positive,52,gesehen,199.0,16.625,"[('Vor', 12.8125), ('zwei', 18.625), ('Wochen', 8.1875), ('hat', 6.59375), ('Sabine', 14.125), ('wieder', 16.625), ('ein', 7.25), ('selbstgemaltes', 21.2890625), ('Bild', -0.0), ('gesehen', 16.375), (',', 7.625), ('als', 12.8125), ('sie', 3.03125), ('mit', 4.53125), ('einer', 3.78125), ('Künstlerin', 15.625), ('verabredet', 22.9609375), ('war', 4.09375), ('.', 2.53125)]",16.375
Letzten Monat hat Thorsten Sabine ein selbstgemaltes Bild gezeigt.,"Vor zwei Wochen hat Thorsten wieder ein selbstgemaltes Bild gesehen, als er mit einer Künstlerin verabredet war.",14,ai,bi,2,neutral,52,gesehen,189.0,10.9375,"[('Vor', 12.8125), ('zwei', 18.625), ('Wochen', 8.1875), ('hat', 6.59375), ('Thorsten', 15.890625), ('wieder', 10.9375), ('ein', 6.125), ('selbstgemaltes', 16.9140625), ('Bild', -0.0), ('gesehen', 15.75), (',', 6.53125), ('als', 10.1875), ('er', 3.59375), ('mit', 6.21875), ('einer', 2.96875), ('Künstlerin', 14.59375), ('verabredet', 26.15625), ('war', 4.375), ('.', 2.25)]",15.75
Letzten Monat hat Thorsten Sabine ein selbstgemaltes Bild gezeigt.,"Vor zwei Wochen hat Sabine wieder ein selbstgemaltes Bild präsentiert, als sie mit einer Künstlerin verabredet war.",14,ai,bii,1,neutral,53,präsentiert,198.0,16.625,"[('Vor', 12.8125), ('zwei', 18.625), ('Wochen', 8.1875), ('hat', 6.59375), ('Sabine', 14.125), ('wieder', 16.625), ('ein', 7.25), ('selbstgemaltes', 21.2890625), ('Bild', -0.0), ('präsentiert', 17.375), (',', 6.625), ('als', 9.875), ('sie', 3.8125), ('mit', 4.3125), ('einer', 4.125), ('Künstlerin', 16.125), ('verabredet', 24.5390625), ('war', 3.875), ('.', 2.28125)]",17.375
Letzten Monat hat Thorsten Sabine ein selbstgemaltes Bild gezeigt.,"Vor zwei Wochen hat Thorsten wieder ein selbstgemaltes Bild präsentiert, als er mit einer Künstlerin verabredet war.",14,ai,bii,2,positive,53,präsentiert,185.0,10.9375,"[('Vor', 12.8125), ('zwei', 18.625), ('Wochen', 8.1875), ('hat', 6.59375), ('Thorsten', 15.890625), ('wieder', 10.9375), ('ein', 6.125), ('selbstgemaltes', 16.9140625), ('Bild', -0.0), ('präsentiert', 16.5), (',', 6.15625), ('als', 8.5), ('er', 3.5625), ('mit', 5.375), ('einer', 2.984375), ('Künstlerin', 15.96875), ('verabredet', 24.40625), ('war', 3.484375), ('.', 2.265625)]",16.5
Letzten Monat hat Sabine Thorsten ein selbstgemaltes Bild gezeigt.,"Vor zwei Wochen hat Sabine wieder ein selbstgemaltes Bild gesehen, als sie mit einer Künstlerin verabredet war.",14,aii,bi,1,neutral,54,gesehen,180.0,13.75,"[('Vor', 12.375), ('zwei', 17.0), ('Wochen', 9.3125), ('hat', 6.3125), ('Sabine', 11.0625), ('wieder', 13.75), ('ein', 5.0625), ('selbstgemaltes', 16.36328125), ('Bild', -0.0), ('gesehen', 14.75), (',', 6.28125), ('als', 11.625), ('sie', 4.46875), ('mit', 4.84375), ('einer', 3.21875), ('Künstlerin', 13.78125), ('verabredet', 23.68359375), ('war', 4.0625), ('.', 1.75)]",14.75
Letzten Monat hat Sabine Thorsten ein selbstgemaltes Bild gezeigt.,"Vor zwei Wochen hat Thorsten wieder ein selbstgemaltes Bild gesehen, als er mit einer Künstlerin verabredet war.",14,aii,bi,2,positive,54,gesehen,176.0,10.625,"[('Vor', 12.375), ('zwei', 17.0), ('Wochen', 9.3125), ('hat', 6.3125), ('Thorsten', 19.65625), ('wieder', 10.625), ('ein', 4.90625), ('selbstgemaltes', 9.95947265625), ('Bild', -0.0), ('gesehen', 13.5), (',', 6.5625), ('als', 8.5), ('er', 4.09375), ('mit', 5.34375), ('einer', 2.8125), ('Künstlerin', 12.921875), ('verabredet', 25.89453125), ('war', 4.25), ('.', 1.75)]",13.5
Letzten Monat hat Sabine Thorsten ein selbstgemaltes Bild gezeigt.,"Vor zwei Wochen hat Sabine wieder ein selbstgemaltes Bild präsentiert, als sie mit einer Künstlerin verabredet war.",14,aii,bii,1,positive,55,präsentiert,176.0,13.75,"[('Vor', 12.375), ('zwei', 17.0), ('Wochen', 9.3125), ('hat', 6.3125), ('Sabine', 11.0625), ('wieder', 13.75), ('ein', 5.0625), ('selbstgemaltes', 16.36328125), ('Bild', -0.0), ('präsentiert', 16.0), (',', 6.59375), ('als', 11.0625), ('sie', 4.75), ('mit', 5.09375), ('einer', 3.375), ('Künstlerin', 14.90625), ('verabredet', 20.6640625), ('war', 1.765625), ('.', 0.63671875)]",16.0
Letzten Monat hat Sabine Thorsten ein selbstgemaltes Bild gezeigt.,"Vor zwei Wochen hat Thorsten wieder ein selbstgemaltes Bild präsentiert, als er mit einer Künstlerin verabredet war.",14,aii,bii,2,neutral,55,präsentiert,174.0,10.625,"[('Vor', 12.375), ('zwei', 17.0), ('Wochen', 9.3125), ('hat', 6.3125), ('Thorsten', 19.65625), ('wieder', 10.625), ('ein', 4.90625), ('selbstgemaltes', 9.95947265625), ('Bild', -0.0), ('präsentiert', 16.125), (',', 6.21875), ('als', 8.125), ('er', 4.125), ('mit', 4.75), ('einer', 2.875), ('Künstlerin', 13.4375), ('verabredet', 23.70703125), ('war', 3.125), ('.', 1.03125)]",16.125
Vor vier Wochen hat Thorsten Tina angeschrien.,"Vor drei Tagen hat Tina wieder eine lautstarke Standpauke bekommen, als sie an einer Bushaltestelle gewartet hat.",15,ai,bi,1,positive,56,bekommen,240.0,11.0625,"[('Vor', 9.4375), ('drei', 14.75), ('Tagen', 7.59375), ('hat', 4.0), ('Tina', 12.125), ('wieder', 11.0625), ('eine', 5.25), ('lautstarke', 39.0625), ('Standpauke', 38.5), ('bekommen', 12.0), (',', 4.03125), ('als', 8.75), ('sie', 6.625), ('an', 8.375), ('einer', 8.0625), ('Bushaltestelle', 34.09375), ('gewartet', 13.46875), ('hat', 0.58203125), ('.', 2.34375)]",12.0
Vor vier Wochen hat Thorsten Tina angeschrien.,"Vor drei Tagen hat Thorsten wieder eine lautstarke Standpauke bekommen, als er an einer Bushaltestelle gewartet hat.",15,ai,bi,2,neutral,56,bekommen,197.0,12.3125,"[('Vor', 9.4375), ('drei', 14.75), ('Tagen', 7.59375), ('hat', 4.0), ('Thorsten', 0.2294921875), ('wieder', 12.3125), ('eine', 5.96875), ('lautstarke', 29.140625), ('Standpauke', 28.40625), ('bekommen', 11.375), (',', 4.25), ('als', 7.1875), ('er', 3.984375), ('an', 6.3125), ('einer', 6.125), ('Bushaltestelle', 31.84375), ('gewartet', 9.515625), ('hat', 1.1953125), ('.', 2.921875)]",11.375
Vor vier Wochen hat Thorsten Tina angeschrien.,"Vor drei Tagen hat Tina wieder eine lautstarke Standpauke gehalten, als sie an einer Bushaltestelle gewartet hat.",15,ai,bii,1,neutral,57,gehalten,240.0,11.0625,"[('Vor', 9.4375), ('drei', 14.75), ('Tagen', 7.59375), ('hat', 4.0), ('Tina', 12.125), ('wieder', 11.0625), ('eine', 5.25), ('lautstarke', 39.0625), ('Standpauke', 38.5), ('gehalten', 9.9375), (',', 4.03125), ('als', 7.46875), ('sie', 6.4375), ('an', 8.625), ('einer', 6.8125), ('Bushaltestelle', 35.984375), ('gewartet', 15.6875), ('hat', 0.99609375), ('.', 2.453125)]",9.9375
Vor vier Wochen hat Thorsten Tina angeschrien.,"Vor drei Tagen hat Thorsten wieder eine lautstarke Standpauke gehalten, als er an einer Bushaltestelle gewartet hat.",15,ai,bii,2,positive,57,gehalten,198.0,12.3125,"[('Vor', 9.4375), ('drei', 14.75), ('Tagen', 7.59375), ('hat', 4.0), ('Thorsten', 0.2294921875), ('wieder', 12.3125), ('eine', 5.96875), ('lautstarke', 29.140625), ('Standpauke', 28.40625), ('gehalten', 9.625), (',', 3.953125), ('als', 7.0), ('er', 3.828125), ('an', 6.78125), ('einer', 6.15625), ('Bushaltestelle', 34.21875), ('gewartet', 10.6875), ('hat', 2.078125), ('.', 2.203125)]",9.625
Vor vier Wochen hat Tina Thorsten angeschrien.,"Vor drei Tagen hat Tina wieder eine lautstarke Standpauke bekommen, als sie an einer Bushaltestelle gewartet hat.",15,aii,bi,1,neutral,58,bekommen,176.0,10.125,"[('Vor', 9.0), ('drei', 10.875), ('Tagen', 3.5625), ('hat', 3.65625), ('Tina', 0.265625), ('wieder', 10.125), ('eine', 4.1875), ('lautstarke', 29.6875), ('Standpauke', 29.65625), ('bekommen', 8.3125), (',', 2.671875), ('als', 6.5625), ('sie', 4.71875), ('an', 7.25), ('einer', 5.34375), ('Bushaltestelle', 26.28125), ('gewartet', 9.3359375), ('hat', 1.90625), ('.', 2.890625)]",8.3125
Vor vier Wochen hat Tina Thorsten angeschrien.,"Vor drei Tagen hat Thorsten wieder eine lautstarke Standpauke bekommen, als er an einer Bushaltestelle gewartet hat.",15,aii,bi,2,positive,58,bekommen,174.0,9.0,"[('Vor', 9.0), ('drei', 10.875), ('Tagen', 3.5625), ('hat', 3.65625), ('Thorsten', 3.788818359375), ('wieder', 9.0), ('eine', 6.125), ('lautstarke', 27.375), ('Standpauke', 27.59375), ('bekommen', 7.34375), (',', 2.5625), ('als', 6.4375), ('er', 4.15625), ('an', 6.71875), ('einer', 3.3125), ('Bushaltestelle', 27.46875), ('gewartet', 10.84375), ('hat', 1.6328125), ('.', 2.984375)]",7.34375
Vor vier Wochen hat Tina Thorsten angeschrien.,"Vor drei Tagen hat Tina wieder eine lautstarke Standpauke gehalten, als sie an einer Bushaltestelle gewartet hat.",15,aii,bii,1,positive,59,gehalten,177.0,10.125,"[('Vor', 9.0), ('drei', 10.875), ('Tagen', 3.5625), ('hat', 3.65625), ('Tina', 0.265625), ('wieder', 10.125), ('eine', 4.1875), ('lautstarke', 29.6875), ('Standpauke', 29.65625), ('gehalten', 6.71875), (',', 2.6875), ('als', 6.8125), ('sie', 4.5625), ('an', 7.53125), ('einer', 4.15625), ('Bushaltestelle', 28.25), ('gewartet', 10.0), ('hat', 1.953125), ('.', 3.0625)]",6.71875
