premises,target_sentence,item_id,context,target,brace,condition,task_id,critical,sentence_surprisal,wieder_surprisal,word_surprisal,critical_surprisal
Letztes Semester hat Greta Judith einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Greta wieder einen kleinen Spickzettel erhalten, als sie an einer Klausur teilgenommen hat.",10,ai,bi,2,neutral,36,erhalten,73.0,6.125,"[('Vor', 20.7890625), ('fünf', 5.0155029296875), ('Tagen', 3.1875), ('hat', 1.453125), ('Greta', 3.023406982421875), ('wieder', 6.125), ('einen', 1.03125), ('kleinen', 1.953125), ('Spickzettel', 0.318267822265625), ('erhalten', 3.734375), (',', 3.328125), ('als', 4.375), ('sie', 0.486328125), ('an', 3.78125), ('einer', 4.78125), ('Klausur', 7.882781982421875), ('teilgenommen', 0.779296875), ('hat', 0.03076171875), ('.', 1.125)]",3.734375
Letztes Semester hat Greta Judith einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Judith wieder einen kleinen Spickzettel weitergegeben, als sie an einer Klausur teilgenommen hat.",10,ai,bii,1,neutral,37,weitergegeben,84.0,3.875,"[('Vor', 20.7890625), ('fünf', 5.0155029296875), ('Tagen', 3.1875), ('hat', 1.453125), ('Judith', 7.90625), ('wieder', 3.875), ('einen', 1.0859375), ('kleinen', 2.40625), ('Spickzettel', 0.40411376953125), ('weitergegeben', 10.326171875), (',', 3.25), ('als', 4.0625), ('sie', 0.72265625), ('an', 3.609375), ('einer', 4.1875), ('Klausur', 9.3280029296875), ('teilgenommen', 1.060546875), ('hat', 0.023193359375), ('.', 1.0859375)]",10.326171875
Letztes Semester hat Greta Judith einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Greta wieder einen kleinen Spickzettel weitergegeben, als sie an einer Klausur teilgenommen hat.",10,ai,bii,2,positive,37,weitergegeben,81.0,6.125,"[('Vor', 20.7890625), ('fünf', 5.0155029296875), ('Tagen', 3.1875), ('hat', 1.453125), ('Greta', 3.023406982421875), ('wieder', 6.125), ('einen', 1.03125), ('kleinen', 1.953125), ('Spickzettel', 0.318267822265625), ('weitergegeben', 10.1337890625), (',', 3.703125), ('als', 4.5), ('sie', 0.69140625), ('an', 3.59375), ('einer', 4.4375), ('Klausur', 9.2655029296875), ('teilgenommen', 0.888671875), ('hat', 0.023193359375), ('.', 1.1015625)]",10.1337890625
Letztes Semester hat Judith Greta einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Judith wieder einen kleinen Spickzettel erhalten, als sie an einer Klausur teilgenommen hat.",10,aii,bi,1,neutral,38,erhalten,72.0,4.59375,"[('Vor', 20.7734375), ('fünf', 5.2030029296875), ('Tagen', 3.046875), ('hat', 1.3671875), ('Judith', 3.546875), ('wieder', 4.59375), ('einen', 1.125), ('kleinen', 1.703125), ('Spickzettel', 0.34564208984375), ('erhalten', 3.78125), (',', 2.8125), ('als', 4.71875), ('sie', 0.54296875), ('an', 3.75), ('einer', 4.75), ('Klausur', 7.9842529296875), ('teilgenommen', 0.955078125), ('hat', 0.038330078125), ('.', 1.0859375)]",3.78125
Letztes Semester hat Judith Greta einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Greta wieder einen kleinen Spickzettel erhalten, als sie an einer Klausur teilgenommen hat.",10,aii,bi,2,positive,38,erhalten,72.0,3.71875,"[('Vor', 20.7734375), ('fünf', 5.2030029296875), ('Tagen', 3.046875), ('hat', 1.3671875), ('Greta', 4.0780029296875), ('wieder', 3.71875), ('einen', 1.140625), ('kleinen', 2.28125), ('Spickzettel', 0.33978271484375), ('erhalten', 3.625), (',', 2.625), ('als', 4.53125), ('sie', 0.486328125), ('an', 3.953125), ('einer', 4.71875), ('Klausur', 8.0155029296875), ('teilgenommen', 0.9326171875), ('hat', 0.03076171875), ('.', 1.0390625)]",3.625
Letztes Semester hat Judith Greta einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Judith wieder einen kleinen Spickzettel weitergegeben, als sie an einer Klausur teilgenommen hat.",10,aii,bii,1,positive,39,weitergegeben,78.5,4.59375,"[('Vor', 20.7734375), ('fünf', 5.2030029296875), ('Tagen', 3.046875), ('hat', 1.3671875), ('Judith', 3.546875), ('wieder', 4.59375), ('einen', 1.125), ('kleinen', 1.703125), ('Spickzettel', 0.34564208984375), ('weitergegeben', 9.791015625), (',', 3.21875), ('als', 4.25), ('sie', 0.72265625), ('an', 3.46875), ('einer', 4.125), ('Klausur', 8.8905029296875), ('teilgenommen', 0.984375), ('hat', 0.03076171875), ('.', 1.0859375)]",9.791015625
Letztes Semester hat Judith Greta einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Greta wieder einen kleinen Spickzettel weitergegeben, als sie an einer Klausur teilgenommen hat.",10,aii,bii,2,neutral,39,weitergegeben,79.5,3.71875,"[('Vor', 20.7734375), ('fünf', 5.2030029296875), ('Tagen', 3.046875), ('hat', 1.3671875), ('Greta', 4.0780029296875), ('wieder', 3.71875), ('einen', 1.140625), ('kleinen', 2.28125), ('Spickzettel', 0.33978271484375), ('weitergegeben', 9.73828125), (',', 3.03125), ('als', 4.5625), ('sie', 0.75390625), ('an', 4.15625), ('einer', 4.46875), ('Klausur', 8.8280029296875), ('teilgenommen', 1.025390625), ('hat', 0.023193359375), ('.', 1.078125)]",9.73828125
Vor zwei Monaten hat Thorsten Linda ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Linda wieder ein interessantes Jobangebot bekommen, als sie auf einer Jobbörse zugegen war.",11,ai,bi,1,positive,40,bekommen,77.0,7.0,"[('Vor', 18.4375), ('zwei', 0.259765625), ('Tagen', 4.90625), ('hat', 0.390625), ('Linda', 3.234375), ('wieder', 7.0), ('ein', 2.515625), ('interessantes', 1.796630859375), ('Jobangebot', 0.146453857421875), ('bekommen', 2.28125), (',', 3.09375), ('als', 4.9375), ('sie', 0.90234375), ('auf', 3.203125), ('einer', 2.1875), ('Jobbörse', 3.921356201171875), ('zugegen', 16.21875), ('war', 0.2421875), ('.', 1.4375)]",2.28125
Vor zwei Monaten hat Thorsten Linda ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Thorsten wieder ein interessantes Jobangebot bekommen, als er auf einer Jobbörse zugegen war.",11,ai,bi,2,neutral,40,bekommen,75.5,7.28125,"[('Vor', 18.4375), ('zwei', 0.259765625), ('Tagen', 4.90625), ('hat', 0.390625), ('Thorsten', 1.554656982421875), ('wieder', 7.28125), ('ein', 2.421875), ('interessantes', 1.3905029296875), ('Jobangebot', 0.118621826171875), ('bekommen', 2.140625), (',', 3.328125), ('als', 5.0625), ('er', 0.61328125), ('auf', 3.125), ('einer', 2.25), ('Jobbörse', 3.976043701171875), ('zugegen', 16.71875), ('war', 0.2109375), ('.', 1.4921875)]",2.140625
Vor zwei Monaten hat Thorsten Linda ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Linda wieder ein interessantes Jobangebot gemacht, als sie auf einer Jobbörse zugegen war.",11,ai,bii,1,neutral,41,gemacht,79.5,7.0,"[('Vor', 18.4375), ('zwei', 0.259765625), ('Tagen', 4.90625), ('hat', 0.390625), ('Linda', 3.234375), ('wieder', 7.0), ('ein', 2.515625), ('interessantes', 1.796630859375), ('Jobangebot', 0.146453857421875), ('gemacht', 5.34375), (',', 3.3125), ('als', 4.0625), ('sie', 1.1171875), ('auf', 4.0), ('einer', 2.4375), ('Jobbörse', 4.210418701171875), ('zugegen', 14.34375), ('war', 0.294921875), ('.', 1.5078125)]",5.34375
Vor zwei Monaten hat Thorsten Linda ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Thorsten wieder ein interessantes Jobangebot gemacht, als er auf einer Jobbörse zugegen war.",11,ai,bii,2,positive,41,gemacht,78.0,7.28125,"[('Vor', 18.4375), ('zwei', 0.259765625), ('Tagen', 4.90625), ('hat', 0.390625), ('Thorsten', 1.554656982421875), ('wieder', 7.28125), ('ein', 2.421875), ('interessantes', 1.3905029296875), ('Jobangebot', 0.118621826171875), ('gemacht', 5.40625), (',', 3.5), ('als', 4.34375), ('er', 0.83203125), ('auf', 3.9375), ('einer', 2.34375), ('Jobbörse', 4.585418701171875), ('zugegen', 14.640625), ('war', 0.216796875), ('.', 1.4921875)]",5.40625
Vor zwei Monaten hat Linda Thorsten ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Linda wieder ein interessantes Jobangebot bekommen, als sie auf einer Jobbörse zugegen war.",11,aii,bi,1,neutral,42,bekommen,75.0,7.0625,"[('Vor', 18.3359375), ('zwei', 0.5), ('Tagen', 4.125), ('hat', 0.37890625), ('Linda', 1.546875), ('wieder', 7.0625), ('ein', 2.515625), ('interessantes', 1.0233154296875), ('Jobangebot', 0.09808349609375), ('bekommen', 2.8125), (',', 3.40625), ('als', 4.75), ('sie', 0.5859375), ('auf', 3.265625), ('einer', 2.265625), ('Jobbörse', 4.780975341796875), ('zugegen', 15.53125), ('war', 0.216796875), ('.', 1.5703125)]",2.8125
Vor zwei Monaten hat Linda Thorsten ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Thorsten wieder ein interessantes Jobangebot bekommen, als er auf einer Jobbörse zugegen war.",11,aii,bi,2,positive,42,bekommen,78.0,6.25,"[('Vor', 18.3359375), ('zwei', 0.5), ('Tagen', 4.125), ('hat', 0.37890625), ('Thorsten', 3.632568359375), ('wieder', 6.25), ('ein', 2.9375), ('interessantes', 2.179443359375), ('Jobangebot', 0.218719482421875), ('bekommen', 2.4375), (',', 3.78125), ('als', 4.46875), ('er', 0.84375), ('auf', 3.15625), ('einer', 2.03125), ('Jobbörse', 4.710418701171875), ('zugegen', 16.375), ('war', 0.1845703125), ('.', 1.6328125)]",2.4375
Vor zwei Monaten hat Linda Thorsten ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Linda wieder ein interessantes Jobangebot gemacht, als sie auf einer Jobbörse zugegen war.",11,aii,bii,1,positive,43,gemacht,75.5,7.0625,"[('Vor', 18.3359375), ('zwei', 0.5), ('Tagen', 4.125), ('hat', 0.37890625), ('Linda', 1.546875), ('wieder', 7.0625), ('ein', 2.515625), ('interessantes', 1.0233154296875), ('Jobangebot', 0.09808349609375), ('gemacht', 4.5), (',', 3.9375), ('als', 3.859375), ('sie', 0.70703125), ('auf', 4.375), ('einer', 2.625), ('Jobbörse', 4.991943359375), ('zugegen', 13.125), ('war', 0.2041015625), ('.', 1.6640625)]",4.5
Vor zwei Monaten hat Linda Thorsten ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Thorsten wieder ein interessantes Jobangebot gemacht, als er auf einer Jobbörse zugegen war.",11,aii,bii,2,neutral,43,gemacht,79.5,6.25,"[('Vor', 18.3359375), ('zwei', 0.5), ('Tagen', 4.125), ('hat', 0.37890625), ('Thorsten', 3.632568359375), ('wieder', 6.25), ('ein', 2.9375), ('interessantes', 2.179443359375), ('Jobangebot', 0.218719482421875), ('gemacht', 4.375), (',', 4.0), ('als', 3.546875), ('er', 1.25), ('auf', 3.921875), ('einer', 2.21875), ('Jobbörse', 5.702850341796875), ('zugegen', 14.03125), ('war', 0.1787109375), ('.', 1.6640625)]",4.375
Vor drei Jahren hat Thorsten für Timo einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Timo wieder einen großen Kleiderschrank bekommen, weil er mit einem Freund ausgemistet hat.",12,ai,bi,1,positive,44,bekommen,70.5,5.5,"[('Vor', 18.46484375), ('einer', 4.625), ('Woche', 0.44140625), ('hat', 0.25390625), ('Timo', 0.839813232421875), ('wieder', 5.5), ('einen', 1.1796875), ('großen', 1.2734375), ('Kleiderschrank', 0.302703857421875), ('bekommen', 4.78125), (',', 4.3125), ('weil', 1.8828125), ('er', 0.7890625), ('mit', 4.8125), ('einem', 2.9375), ('Freund', 1.875), ('ausgemistet', 14.757568359375), ('hat', 0.08984375), ('.', 1.328125)]",4.78125
Vor drei Jahren hat Thorsten für Timo einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Thorsten wieder einen großen Kleiderschrank bekommen, weil er mit einem Freund ausgemistet hat.",12,ai,bi,2,neutral,44,bekommen,71.5,5.40625,"[('Vor', 18.46484375), ('einer', 4.625), ('Woche', 0.44140625), ('hat', 0.25390625), ('Thorsten', 1.203125), ('wieder', 5.40625), ('einen', 1.109375), ('großen', 0.87109375), ('Kleiderschrank', 0.273406982421875), ('bekommen', 5.125), (',', 4.15625), ('weil', 1.6875), ('er', 1.390625), ('mit', 4.90625), ('einem', 3.1875), ('Freund', 2.21875), ('ausgemistet', 14.773193359375), ('hat', 0.08984375), ('.', 1.34375)]",5.125
Vor drei Jahren hat Thorsten für Timo einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Timo wieder einen großen Kleiderschrank weggegeben, weil er mit einem Freund ausgemistet hat.",12,ai,bii,1,neutral,45,weggegeben,76.5,5.5,"[('Vor', 18.46484375), ('einer', 4.625), ('Woche', 0.44140625), ('hat', 0.25390625), ('Timo', 0.839813232421875), ('wieder', 5.5), ('einen', 1.1796875), ('großen', 1.2734375), ('Kleiderschrank', 0.302703857421875), ('weggegeben', 11.568359375), (',', 4.0625), ('weil', 1.0703125), ('er', 0.494140625), ('mit', 5.3125), ('einem', 2.84375), ('Freund', 3.59375), ('ausgemistet', 13.210205078125), ('hat', 0.171875), ('.', 1.4453125)]",11.568359375
Vor drei Jahren hat Thorsten für Timo einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Thorsten wieder einen großen Kleiderschrank weggegeben, weil er mit einem Freund ausgemistet hat.",12,ai,bii,2,positive,45,weggegeben,78.0,5.40625,"[('Vor', 18.46484375), ('einer', 4.625), ('Woche', 0.44140625), ('hat', 0.25390625), ('Thorsten', 1.203125), ('wieder', 5.40625), ('einen', 1.109375), ('großen', 0.87109375), ('Kleiderschrank', 0.273406982421875), ('weggegeben', 11.3291015625), (',', 4.0625), ('weil', 1.1953125), ('er', 0.9765625), ('mit', 5.34375), ('einem', 3.515625), ('Freund', 3.78125), ('ausgemistet', 13.76513671875), ('hat', 0.19140625), ('.', 1.328125)]",11.3291015625
Vor drei Jahren hat Timo für Thorsten einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Timo wieder einen großen Kleiderschrank bekommen, weil er mit einem Freund ausgemistet hat.",12,aii,bi,1,neutral,46,bekommen,72.5,5.75,"[('Vor', 18.60400390625), ('einer', 4.8125), ('Woche', 0.51953125), ('hat', 0.2353515625), ('Timo', 1.070281982421875), ('wieder', 5.75), ('einen', 1.0078125), ('großen', 0.81640625), ('Kleiderschrank', 0.206024169921875), ('bekommen', 5.125), (',', 4.3125), ('weil', 1.578125), ('er', 1.34375), ('mit', 4.9375), ('einem', 3.734375), ('Freund', 2.03125), ('ausgemistet', 14.726318359375), ('hat', 0.11083984375), ('.', 1.4140625)]",5.125
Vor drei Jahren hat Timo für Thorsten einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Thorsten wieder einen großen Kleiderschrank bekommen, weil er mit einem Freund ausgemistet hat.",12,aii,bi,2,positive,46,bekommen,71.0,6.15625,"[('Vor', 18.60400390625), ('einer', 4.8125), ('Woche', 0.51953125), ('hat', 0.2353515625), ('Thorsten', 0.93359375), ('wieder', 6.15625), ('einen', 1.0234375), ('großen', 1.03125), ('Kleiderschrank', 0.230438232421875), ('bekommen', 4.78125), (',', 4.59375), ('weil', 1.7890625), ('er', 0.91015625), ('mit', 4.9375), ('einem', 2.703125), ('Freund', 2.125), ('ausgemistet', 14.382568359375), ('hat', 0.06787109375), ('.', 1.34375)]",4.78125
Vor drei Jahren hat Timo für Thorsten einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Timo wieder einen großen Kleiderschrank weggegeben, weil er mit einem Freund ausgemistet hat.",12,aii,bii,1,positive,47,weggegeben,78.5,5.75,"[('Vor', 18.60400390625), ('einer', 4.8125), ('Woche', 0.51953125), ('hat', 0.2353515625), ('Timo', 1.070281982421875), ('wieder', 5.75), ('einen', 1.0078125), ('großen', 0.81640625), ('Kleiderschrank', 0.206024169921875), ('weggegeben', 11.908203125), (',', 4.09375), ('weil', 0.93359375), ('er', 0.98828125), ('mit', 5.375), ('einem', 3.84375), ('Freund', 3.515625), ('ausgemistet', 13.303955078125), ('hat', 0.2353515625), ('.', 1.3984375)]",11.908203125
Vor drei Jahren hat Timo für Thorsten einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Thorsten wieder einen großen Kleiderschrank weggegeben, weil er mit einem Freund ausgemistet hat.",12,aii,bii,2,neutral,47,weggegeben,78.5,6.15625,"[('Vor', 18.60400390625), ('einer', 4.8125), ('Woche', 0.51953125), ('hat', 0.2353515625), ('Thorsten', 0.93359375), ('wieder', 6.15625), ('einen', 1.0234375), ('großen', 1.03125), ('Kleiderschrank', 0.230438232421875), ('weggegeben', 11.6748046875), (',', 4.4375), ('weil', 1.0), ('er', 0.5859375), ('mit', 5.28125), ('einem', 2.96875), ('Freund', 4.15625), ('ausgemistet', 13.12451171875), ('hat', 0.138671875), ('.', 1.3984375)]",11.6748046875
Letzte Woche hat Thorsten Greta mit einem spannenden Auftrag betreut.,"Vor zwei Tagen hat Greta wieder einen spannenden Auftrag ausgeführt, als sie an einer Konferenz teilgenommen hat.",13,ai,bi,1,positive,48,ausgeführt,66.5,4.84375,"[('Vor', 19.6328125), ('zwei', 2.71875), ('Tagen', 1.3203125), ('hat', 0.9296875), ('Greta', 3.054443359375), ('wieder', 4.84375), ('einen', 1.3671875), ('spannenden', 1.84368896484375), ('Auftrag', 0.090301513671875), ('ausgeführt', 5.87890625), (',', 3.59375), ('als', 5.25), ('sie', 1.03125), ('an', 4.5), ('einer', 2.90625), ('Konferenz', 4.757293701171875), ('teilgenommen', 1.609344482421875), ('hat', 0.0751953125), ('.', 1.0078125)]",5.87890625
Letzte Woche hat Thorsten Greta mit einem spannenden Auftrag betreut.,"Vor zwei Tagen hat Thorsten wieder einen spannenden Auftrag ausgeführt, als er an einer Konferenz teilgenommen hat.",13,ai,bi,2,neutral,48,ausgeführt,64.5,4.65625,"[('Vor', 19.6328125), ('zwei', 2.71875), ('Tagen', 1.3203125), ('hat', 0.9296875), ('Thorsten', 2.1717529296875), ('wieder', 4.65625), ('einen', 1.2421875), ('spannenden', 1.02337646484375), ('Auftrag', 0.08984375), ('ausgeführt', 5.80517578125), (',', 3.71875), ('als', 5.4375), ('er', 1.0859375), ('an', 4.3125), ('einer', 3.21875), ('Konferenz', 4.618621826171875), ('teilgenommen', 1.35546875), ('hat', 0.060546875), ('.', 0.99609375)]",5.80517578125
Letzte Woche hat Thorsten Greta mit einem spannenden Auftrag betreut.,"Vor zwei Tagen hat Greta wieder einen spannenden Auftrag vergeben, als sie an einer Konferenz teilgenommen hat.",13,ai,bii,1,neutral,49,vergeben,66.0,4.84375,"[('Vor', 19.6328125), ('zwei', 2.71875), ('Tagen', 1.3203125), ('hat', 0.9296875), ('Greta', 3.054443359375), ('wieder', 4.84375), ('einen', 1.3671875), ('spannenden', 1.84368896484375), ('Auftrag', 0.090301513671875), ('vergeben', 6.31640625), (',', 3.03125), ('als', 5.71875), ('sie', 1.3671875), ('an', 4.0625), ('einer', 3.21875), ('Konferenz', 3.912078857421875), ('teilgenommen', 1.828094482421875), ('hat', 0.06787109375), ('.', 0.8125)]",6.31640625
Letzte Woche hat Thorsten Greta mit einem spannenden Auftrag betreut.,"Vor zwei Tagen hat Thorsten wieder einen spannenden Auftrag vergeben, als er an einer Konferenz teilgenommen hat.",13,ai,bii,2,positive,49,vergeben,63.75,4.65625,"[('Vor', 19.6328125), ('zwei', 2.71875), ('Tagen', 1.3203125), ('hat', 0.9296875), ('Thorsten', 2.1717529296875), ('wieder', 4.65625), ('einen', 1.2421875), ('spannenden', 1.02337646484375), ('Auftrag', 0.08984375), ('vergeben', 6.3671875), (',', 3.25), ('als', 5.84375), ('er', 1.3515625), ('an', 3.890625), ('einer', 3.09375), ('Konferenz', 3.678680419921875), ('teilgenommen', 1.62890625), ('hat', 0.05322265625), ('.', 0.8984375)]",6.3671875
Letzte Woche hat Greta Thorsten mit einem spannenden Auftrag betreut.,"Vor zwei Tagen hat Greta wieder einen spannenden Auftrag ausgeführt, als sie an einer Konferenz teilgenommen hat.",13,aii,bi,1,neutral,50,ausgeführt,66.0,5.1875,"[('Vor', 19.625), ('zwei', 2.59375), ('Tagen', 1.15625), ('hat', 1.140625), ('Greta', 2.8748779296875), ('wieder', 5.1875), ('einen', 1.328125), ('spannenden', 1.91400146484375), ('Auftrag', 0.118621826171875), ('ausgeführt', 5.7607421875), (',', 3.1875), ('als', 5.0625), ('sie', 1.046875), ('an', 4.40625), ('einer', 3.0625), ('Konferenz', 4.750457763671875), ('teilgenommen', 1.65625), ('hat', 0.0751953125), ('.', 0.84375)]",5.7607421875
Letzte Woche hat Greta Thorsten mit einem spannenden Auftrag betreut.,"Vor zwei Tagen hat Thorsten wieder einen spannenden Auftrag ausgeführt, als er an einer Konferenz teilgenommen hat.",13,aii,bi,2,positive,50,ausgeführt,67.5,4.15625,"[('Vor', 19.625), ('zwei', 2.59375), ('Tagen', 1.15625), ('hat', 1.140625), ('Thorsten', 5.42822265625), ('wieder', 4.15625), ('einen', 1.4375), ('spannenden', 2.29681396484375), ('Auftrag', 0.160125732421875), ('ausgeführt', 6.0546875), (',', 3.0625), ('als', 4.71875), ('er', 0.921875), ('an', 4.625), ('einer', 2.921875), ('Konferenz', 4.954071044921875), ('teilgenommen', 1.41015625), ('hat', 0.060546875), ('.', 0.97265625)]",6.0546875
Letzte Woche hat Greta Thorsten mit einem spannenden Auftrag betreut.,"Vor zwei Tagen hat Greta wieder einen spannenden Auftrag vergeben, als sie an einer Konferenz teilgenommen hat.",13,aii,bii,1,positive,51,vergeben,66.0,5.1875,"[('Vor', 19.625), ('zwei', 2.59375), ('Tagen', 1.15625), ('hat', 1.140625), ('Greta', 2.8748779296875), ('wieder', 5.1875), ('einen', 1.328125), ('spannenden', 1.91400146484375), ('Auftrag', 0.118621826171875), ('vergeben', 6.65625), (',', 2.75), ('als', 5.5), ('sie', 1.3828125), ('an', 4.0625), ('einer', 3.203125), ('Konferenz', 3.973602294921875), ('teilgenommen', 1.9765625), ('hat', 0.06787109375), ('.', 0.6796875)]",6.65625
Letzte Woche hat Greta Thorsten mit einem spannenden Auftrag betreut.,"Vor zwei Tagen hat Thorsten wieder einen spannenden Auftrag vergeben, als er an einer Konferenz teilgenommen hat.",13,aii,bii,2,neutral,51,vergeben,67.0,4.15625,"[('Vor', 19.625), ('zwei', 2.59375), ('Tagen', 1.15625), ('hat', 1.140625), ('Thorsten', 5.42822265625), ('wieder', 4.15625), ('einen', 1.4375), ('spannenden', 2.29681396484375), ('Auftrag', 0.160125732421875), ('vergeben', 6.703125), (',', 2.65625), ('als', 5.3125), ('er', 1.1328125), ('an', 3.953125), ('einer', 3.0625), ('Konferenz', 3.904754638671875), ('teilgenommen', 1.75), ('hat', 0.0751953125), ('.', 0.6875)]",6.703125
Letzten Monat hat Thorsten Sabine ein selbstgemaltes Bild gezeigt.,"Vor zwei Wochen hat Sabine wieder ein selbstgemaltes Bild gesehen, als sie mit einer Künstlerin verabredet war.",14,ai,bi,1,positive,52,gesehen,69.0,5.40625,"[('Vor', 20.2265625), ('zwei', 2.28125), ('Wochen', 1.3046875), ('hat', 0.76171875), ('Sabine', 3.101531982421875), ('wieder', 5.40625), ('ein', 1.2265625), ('selbstgemaltes', 1.582000732421875), ('Bild', 0.0155029296875), ('gesehen', 5.9842529296875), (',', 3.5625), ('als', 3.875), ('sie', 0.27734375), ('mit', 2.9375), ('einer', 5.375), ('Künstlerin', 5.833984375), ('verabredet', 4.047607421875), ('war', 0.023193359375), ('.', 1.3671875)]",5.9842529296875
Letzten Monat hat Thorsten Sabine ein selbstgemaltes Bild gezeigt.,"Vor zwei Wochen hat Thorsten wieder ein selbstgemaltes Bild gesehen, als er mit einer Künstlerin verabredet war.",14,ai,bi,2,neutral,52,gesehen,67.0,4.6875,"[('Vor', 20.2265625), ('zwei', 2.28125), ('Wochen', 1.3046875), ('hat', 0.76171875), ('Thorsten', 2.101531982421875), ('wieder', 4.6875), ('ein', 1.28125), ('selbstgemaltes', 1.070281982421875), ('Bild', 0.0155029296875), ('gesehen', 7.038330078125), (',', 3.59375), ('als', 3.6875), ('er', 0.294921875), ('mit', 2.875), ('einer', 4.625), ('Künstlerin', 5.7666015625), ('verabredet', 3.9822998046875), ('war', 0.0155029296875), ('.', 1.4140625)]",7.038330078125
Letzten Monat hat Thorsten Sabine ein selbstgemaltes Bild gezeigt.,"Vor zwei Wochen hat Sabine wieder ein selbstgemaltes Bild präsentiert, als sie mit einer Künstlerin verabredet war.",14,ai,bii,1,neutral,53,präsentiert,71.0,5.40625,"[('Vor', 20.2265625), ('zwei', 2.28125), ('Wochen', 1.3046875), ('hat', 0.76171875), ('Sabine', 3.101531982421875), ('wieder', 5.40625), ('ein', 1.2265625), ('selbstgemaltes', 1.582000732421875), ('Bild', 0.0155029296875), ('präsentiert', 6.27197265625), (',', 2.5625), ('als', 5.75), ('sie', 1.6484375), ('mit', 2.5625), ('einer', 4.28125), ('Künstlerin', 7.4296875), ('verabredet', 3.762054443359375), ('war', 0.038330078125), ('.', 0.953125)]",6.27197265625
Letzten Monat hat Thorsten Sabine ein selbstgemaltes Bild gezeigt.,"Vor zwei Wochen hat Thorsten wieder ein selbstgemaltes Bild präsentiert, als er mit einer Künstlerin verabredet war.",14,ai,bii,2,positive,53,präsentiert,69.5,4.6875,"[('Vor', 20.2265625), ('zwei', 2.28125), ('Wochen', 1.3046875), ('hat', 0.76171875), ('Thorsten', 2.101531982421875), ('wieder', 4.6875), ('ein', 1.28125), ('selbstgemaltes', 1.070281982421875), ('Bild', 0.0155029296875), ('präsentiert', 6.505828857421875), (',', 2.8125), ('als', 6.21875), ('er', 1.859375), ('mit', 2.34375), ('einer', 3.890625), ('Künstlerin', 7.36328125), ('verabredet', 3.4437255859375), ('war', 0.03076171875), ('.', 1.0546875)]",6.505828857421875
Letzten Monat hat Sabine Thorsten ein selbstgemaltes Bild gezeigt.,"Vor zwei Wochen hat Sabine wieder ein selbstgemaltes Bild gesehen, als sie mit einer Künstlerin verabredet war.",14,aii,bi,1,neutral,54,gesehen,67.0,5.1875,"[('Vor', 20.15625), ('zwei', 2.125), ('Wochen', 1.40625), ('hat', 0.73828125), ('Sabine', 2.148406982421875), ('wieder', 5.1875), ('ein', 0.90234375), ('selbstgemaltes', 1.074676513671875), ('Bild', 0.0155029296875), ('gesehen', 7.1396484375), (',', 3.65625), ('als', 4.0), ('sie', 0.283203125), ('mit', 3.15625), ('einer', 4.25), ('Künstlerin', 5.3203125), ('verabredet', 4.142333984375), ('war', 0.023193359375), ('.', 1.484375)]",7.1396484375
Letzten Monat hat Sabine Thorsten ein selbstgemaltes Bild gezeigt.,"Vor zwei Wochen hat Thorsten wieder ein selbstgemaltes Bild gesehen, als er mit einer Künstlerin verabredet war.",14,aii,bi,2,positive,54,gesehen,70.0,4.625,"[('Vor', 20.15625), ('zwei', 2.125), ('Wochen', 1.40625), ('hat', 0.73828125), ('Thorsten', 5.007781982421875), ('wieder', 4.625), ('ein', 1.25), ('selbstgemaltes', 1.5262451171875), ('Bild', 0.023193359375), ('gesehen', 6.37451171875), (',', 3.90625), ('als', 3.828125), ('er', 1.1875), ('mit', 2.9375), ('einer', 4.34375), ('Künstlerin', 5.427734375), ('verabredet', 3.744873046875), ('war', 0.0155029296875), ('.', 1.4140625)]",6.37451171875
