premises,target_sentence,item_id,context,target,brace,condition,task_id,critical,sentence_surprisal,wieder_surprisal,word_surprisal,critical_surprisal
Letztes Semester hat Greta Judith einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Judith wieder einen kleinen Spickzettel weitergegeben, als sie an einer Klausur teilgenommen hat.",10,ai,bii,1,neutral,37,weitergegeben,80.5,5.1875,"[('Vor', 19.578125), ('fünf', 5.4530029296875), ('Tagen', 2.84375), ('hat', 1.640625), ('Judith', 3.984375), ('wieder', 5.1875), ('einen', 1.109375), ('kleinen', 2.671875), ('Spickzettel', 0.847625732421875), ('weitergegeben', 10.169921875), (',', 2.140625), ('als', 3.921875), ('sie', 0.97265625), ('an', 4.65625), ('einer', 4.03125), ('Klausur', 8.820281982421875), ('teilgenommen', 1.5023193359375), ('hat', 0.0966796875), ('.', 0.72265625)]",10.169921875
Letztes Semester hat Greta Judith einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Greta wieder einen kleinen Spickzettel weitergegeben, als sie an einer Klausur teilgenommen hat.",10,ai,bii,2,positive,37,weitergegeben,80.0,6.625,"[('Vor', 19.578125), ('fünf', 5.4530029296875), ('Tagen', 2.84375), ('hat', 1.640625), ('Greta', 2.1248779296875), ('wieder', 6.625), ('einen', 1.140625), ('kleinen', 2.5625), ('Spickzettel', 0.75384521484375), ('weitergegeben', 10.2021484375), (',', 2.171875), ('als', 4.125), ('sie', 0.984375), ('an', 4.40625), ('einer', 4.59375), ('Klausur', 8.570281982421875), ('teilgenommen', 1.1800537109375), ('hat', 0.0751953125), ('.', 0.73046875)]",10.2021484375
Letztes Semester hat Judith Greta einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Judith wieder einen kleinen Spickzettel erhalten, als sie an einer Klausur teilgenommen hat.",10,aii,bi,1,neutral,38,erhalten,75.5,4.84375,"[('Vor', 19.6796875), ('fünf', 5.4530029296875), ('Tagen', 2.78125), ('hat', 1.515625), ('Judith', 3.109375), ('wieder', 4.84375), ('einen', 1.21875), ('kleinen', 2.34375), ('Spickzettel', 0.972625732421875), ('erhalten', 6.90625), (',', 1.6953125), ('als', 5.4375), ('sie', 0.57421875), ('an', 4.25), ('einer', 4.5625), ('Klausur', 8.007781982421875), ('teilgenommen', 1.478485107421875), ('hat', 0.11083984375), ('.', 0.67578125)]",6.90625
Letztes Semester hat Judith Greta einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Greta wieder einen kleinen Spickzettel erhalten, als sie an einer Klausur teilgenommen hat.",10,aii,bi,2,positive,38,erhalten,75.0,4.6875,"[('Vor', 19.6796875), ('fünf', 5.4530029296875), ('Tagen', 2.78125), ('hat', 1.515625), ('Greta', 1.867156982421875), ('wieder', 4.6875), ('einen', 1.2734375), ('kleinen', 2.65625), ('Spickzettel', 0.886688232421875), ('erhalten', 7.40625), (',', 1.6953125), ('als', 5.28125), ('sie', 0.7890625), ('an', 4.4375), ('einer', 4.34375), ('Klausur', 8.007781982421875), ('teilgenommen', 1.394500732421875), ('hat', 0.11767578125), ('.', 0.69140625)]",7.40625
Letztes Semester hat Judith Greta einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Judith wieder einen kleinen Spickzettel weitergegeben, als sie an einer Klausur teilgenommen hat.",10,aii,bii,1,positive,39,weitergegeben,78.5,4.84375,"[('Vor', 19.6796875), ('fünf', 5.4530029296875), ('Tagen', 2.78125), ('hat', 1.515625), ('Judith', 3.109375), ('wieder', 4.84375), ('einen', 1.21875), ('kleinen', 2.34375), ('Spickzettel', 0.972625732421875), ('weitergegeben', 10.189453125), (',', 1.9609375), ('als', 4.3125), ('sie', 1.0703125), ('an', 4.4375), ('einer', 4.0625), ('Klausur', 8.570281982421875), ('teilgenommen', 1.408447265625), ('hat', 0.08251953125), ('.', 0.69921875)]",10.189453125
Letztes Semester hat Judith Greta einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Greta wieder einen kleinen Spickzettel weitergegeben, als sie an einer Klausur teilgenommen hat.",10,aii,bii,2,neutral,39,weitergegeben,78.5,4.6875,"[('Vor', 19.6796875), ('fünf', 5.4530029296875), ('Tagen', 2.78125), ('hat', 1.515625), ('Greta', 1.867156982421875), ('wieder', 4.6875), ('einen', 1.2734375), ('kleinen', 2.65625), ('Spickzettel', 0.886688232421875), ('weitergegeben', 9.9658203125), (',', 1.953125), ('als', 4.65625), ('sie', 1.25), ('an', 4.8125), ('einer', 4.4375), ('Klausur', 8.757781982421875), ('teilgenommen', 1.267822265625), ('hat', 0.08984375), ('.', 0.640625)]",9.9658203125
Vor zwei Monaten hat Thorsten Linda ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Linda wieder ein interessantes Jobangebot bekommen, als sie auf einer Jobbörse zugegen war.",11,ai,bi,1,positive,40,bekommen,74.0,7.5625,"[('Vor', 17.27734375), ('zwei', 0.306640625), ('Tagen', 4.71875), ('hat', 0.74609375), ('Linda', 1.671875), ('wieder', 7.5625), ('ein', 3.03125), ('interessantes', 1.687469482421875), ('Jobangebot', 0.06787109375), ('bekommen', 1.8203125), (',', 2.9375), ('als', 4.5), ('sie', 1.25), ('auf', 3.03125), ('einer', 1.7265625), ('Jobbörse', 4.210906982421875), ('zugegen', 15.75), ('war', 0.490234375), ('.', 1.3828125)]",1.8203125
Vor zwei Monaten hat Thorsten Linda ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Thorsten wieder ein interessantes Jobangebot bekommen, als er auf einer Jobbörse zugegen war.",11,ai,bi,2,neutral,40,bekommen,75.0,8.3125,"[('Vor', 17.27734375), ('zwei', 0.306640625), ('Tagen', 4.71875), ('hat', 0.74609375), ('Thorsten', 1.242156982421875), ('wieder', 8.3125), ('ein', 2.734375), ('interessantes', 1.492156982421875), ('Jobangebot', 0.060546875), ('bekommen', 1.734375), (',', 3.21875), ('als', 4.4375), ('er', 1.1484375), ('auf', 2.984375), ('einer', 1.71875), ('Jobbörse', 4.351531982421875), ('zugegen', 16.5), ('war', 0.283203125), ('.', 1.484375)]",1.734375
Vor zwei Monaten hat Thorsten Linda ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Linda wieder ein interessantes Jobangebot gemacht, als sie auf einer Jobbörse zugegen war.",11,ai,bii,1,neutral,41,gemacht,76.5,7.5625,"[('Vor', 17.27734375), ('zwei', 0.306640625), ('Tagen', 4.71875), ('hat', 0.74609375), ('Linda', 1.671875), ('wieder', 7.5625), ('ein', 3.03125), ('interessantes', 1.687469482421875), ('Jobangebot', 0.06787109375), ('gemacht', 4.9375), (',', 2.40625), ('als', 4.0), ('sie', 1.1953125), ('auf', 4.25), ('einer', 1.9453125), ('Jobbörse', 4.210906982421875), ('zugegen', 14.65625), ('war', 0.515625), ('.', 1.3203125)]",4.9375
Vor zwei Monaten hat Thorsten Linda ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Thorsten wieder ein interessantes Jobangebot gemacht, als er auf einer Jobbörse zugegen war.",11,ai,bii,2,positive,41,gemacht,77.0,8.3125,"[('Vor', 17.27734375), ('zwei', 0.306640625), ('Tagen', 4.71875), ('hat', 0.74609375), ('Thorsten', 1.242156982421875), ('wieder', 8.3125), ('ein', 2.734375), ('interessantes', 1.492156982421875), ('Jobangebot', 0.060546875), ('gemacht', 4.8125), (',', 2.53125), ('als', 4.0), ('er', 1.1875), ('auf', 4.25), ('einer', 1.78125), ('Jobbörse', 4.554656982421875), ('zugegen', 15.46875), ('war', 0.30078125), ('.', 1.453125)]",4.8125
Vor zwei Monaten hat Linda Thorsten ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Linda wieder ein interessantes Jobangebot bekommen, als sie auf einer Jobbörse zugegen war.",11,aii,bi,1,neutral,42,bekommen,71.5,7.75,"[('Vor', 17.46484375), ('zwei', 0.330078125), ('Tagen', 4.78125), ('hat', 0.77734375), ('Linda', 0.6640625), ('wieder', 7.75), ('ein', 2.1875), ('interessantes', 1.078094482421875), ('Jobangebot', 0.05322265625), ('bekommen', 1.9921875), (',', 3.09375), ('als', 4.34375), ('sie', 0.98828125), ('auf', 3.140625), ('einer', 1.8359375), ('Jobbörse', 4.804656982421875), ('zugegen', 14.140625), ('war', 0.5), ('.', 1.5)]",1.9921875
Vor zwei Monaten hat Linda Thorsten ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Thorsten wieder ein interessantes Jobangebot bekommen, als er auf einer Jobbörse zugegen war.",11,aii,bi,2,positive,42,bekommen,75.5,6.875,"[('Vor', 17.46484375), ('zwei', 0.330078125), ('Tagen', 4.78125), ('hat', 0.77734375), ('Thorsten', 3.226531982421875), ('wieder', 6.875), ('ein', 2.890625), ('interessantes', 1.507781982421875), ('Jobangebot', 0.104461669921875), ('bekommen', 1.984375), (',', 3.1875), ('als', 4.1875), ('er', 1.640625), ('auf', 3.21875), ('einer', 1.6328125), ('Jobbörse', 4.742156982421875), ('zugegen', 15.328125), ('war', 0.294921875), ('.', 1.5078125)]",1.984375
Vor zwei Monaten hat Linda Thorsten ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Linda wieder ein interessantes Jobangebot gemacht, als sie auf einer Jobbörse zugegen war.",11,aii,bii,1,positive,43,gemacht,72.0,7.75,"[('Vor', 17.46484375), ('zwei', 0.330078125), ('Tagen', 4.78125), ('hat', 0.77734375), ('Linda', 0.6640625), ('wieder', 7.75), ('ein', 2.1875), ('interessantes', 1.078094482421875), ('Jobangebot', 0.05322265625), ('gemacht', 3.5), (',', 2.75), ('als', 3.890625), ('sie', 0.97265625), ('auf', 4.5), ('einer', 2.09375), ('Jobbörse', 4.945281982421875), ('zugegen', 12.515625), ('war', 0.50390625), ('.', 1.421875)]",3.5
Vor zwei Monaten hat Linda Thorsten ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Thorsten wieder ein interessantes Jobangebot gemacht, als er auf einer Jobbörse zugegen war.",11,aii,bii,2,neutral,43,gemacht,77.5,6.875,"[('Vor', 17.46484375), ('zwei', 0.330078125), ('Tagen', 4.78125), ('hat', 0.77734375), ('Thorsten', 3.226531982421875), ('wieder', 6.875), ('ein', 2.890625), ('interessantes', 1.507781982421875), ('Jobangebot', 0.104461669921875), ('gemacht', 3.609375), (',', 2.703125), ('als', 3.703125), ('er', 1.6796875), ('auf', 4.5625), ('einer', 1.875), ('Jobbörse', 5.445281982421875), ('zugegen', 14.1875), ('war', 0.3125), ('.', 1.5078125)]",3.609375
Vor drei Jahren hat Thorsten für Timo einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Timo wieder einen großen Kleiderschrank bekommen, weil er mit einem Freund ausgemistet hat.",12,ai,bi,1,positive,44,bekommen,69.5,5.375,"[('Vor', 17.15576171875), ('einer', 5.46875), ('Woche', 0.171875), ('hat', 0.515625), ('Timo', 0.66015625), ('wieder', 5.375), ('einen', 0.83984375), ('großen', 1.265625), ('Kleiderschrank', 0.4765625), ('bekommen', 6.21875), (',', 2.609375), ('weil', 1.859375), ('er', 1.140625), ('mit', 4.875), ('einem', 2.75), ('Freund', 2.03125), ('ausgemistet', 14.335906982421875), ('hat', 0.2294921875), ('.', 1.46875)]",6.21875
Vor drei Jahren hat Thorsten für Timo einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Thorsten wieder einen großen Kleiderschrank bekommen, weil er mit einem Freund ausgemistet hat.",12,ai,bi,2,neutral,44,bekommen,69.5,4.65625,"[('Vor', 17.15576171875), ('einer', 5.46875), ('Woche', 0.171875), ('hat', 0.515625), ('Thorsten', 1.40625), ('wieder', 4.65625), ('einen', 0.75390625), ('großen', 1.078125), ('Kleiderschrank', 0.369140625), ('bekommen', 7.125), (',', 2.4375), ('weil', 1.8359375), ('er', 1.515625), ('mit', 4.4375), ('einem', 2.8125), ('Freund', 2.0), ('ausgemistet', 14.289031982421875), ('hat', 0.1982421875), ('.', 1.3203125)]",7.125
Vor drei Jahren hat Thorsten für Timo einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Timo wieder einen großen Kleiderschrank weggegeben, weil er mit einem Freund ausgemistet hat.",12,ai,bii,1,neutral,45,weggegeben,74.5,5.375,"[('Vor', 17.15576171875), ('einer', 5.46875), ('Woche', 0.171875), ('hat', 0.515625), ('Timo', 0.66015625), ('wieder', 5.375), ('einen', 0.83984375), ('großen', 1.265625), ('Kleiderschrank', 0.4765625), ('weggegeben', 12.7548828125), (',', 2.5), ('weil', 1.0546875), ('er', 0.494140625), ('mit', 5.8125), ('einem', 1.9609375), ('Freund', 4.4375), ('ausgemistet', 11.601531982421875), ('hat', 0.451171875), ('.', 1.4140625)]",12.7548828125
Vor drei Jahren hat Thorsten für Timo einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Thorsten wieder einen großen Kleiderschrank weggegeben, weil er mit einem Freund ausgemistet hat.",12,ai,bii,2,positive,45,weggegeben,75.5,4.65625,"[('Vor', 17.15576171875), ('einer', 5.46875), ('Woche', 0.171875), ('hat', 0.515625), ('Thorsten', 1.40625), ('wieder', 4.65625), ('einen', 0.75390625), ('großen', 1.078125), ('Kleiderschrank', 0.369140625), ('weggegeben', 13.4091796875), (',', 2.3125), ('weil', 1.21875), ('er', 1.046875), ('mit', 5.71875), ('einem', 2.671875), ('Freund', 3.71875), ('ausgemistet', 11.960906982421875), ('hat', 0.42578125), ('.', 1.2578125)]",13.4091796875
Vor drei Jahren hat Timo für Thorsten einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Timo wieder einen großen Kleiderschrank bekommen, weil er mit einem Freund ausgemistet hat.",12,aii,bi,1,neutral,46,bekommen,69.5,4.96875,"[('Vor', 17.15576171875), ('einer', 5.53125), ('Woche', 0.1650390625), ('hat', 0.55859375), ('Timo', 0.90234375), ('wieder', 4.96875), ('einen', 0.81640625), ('großen', 1.1328125), ('Kleiderschrank', 0.384765625), ('bekommen', 7.09375), (',', 2.1875), ('weil', 1.7578125), ('er', 1.28125), ('mit', 4.4375), ('einem', 3.21875), ('Freund', 1.9453125), ('ausgemistet', 14.507781982421875), ('hat', 0.248046875), ('.', 1.2421875)]",7.09375
Vor drei Jahren hat Timo für Thorsten einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Thorsten wieder einen großen Kleiderschrank bekommen, weil er mit einem Freund ausgemistet hat.",12,aii,bi,2,positive,46,bekommen,69.0,5.8125,"[('Vor', 17.15576171875), ('einer', 5.53125), ('Woche', 0.1650390625), ('hat', 0.55859375), ('Thorsten', 1.15625), ('wieder', 5.8125), ('einen', 0.74609375), ('großen', 1.1640625), ('Kleiderschrank', 0.39453125), ('bekommen', 6.3125), (',', 2.546875), ('weil', 1.8359375), ('er', 1.1171875), ('mit', 4.8125), ('einem', 2.21875), ('Freund', 1.90625), ('ausgemistet', 14.320281982421875), ('hat', 0.1845703125), ('.', 1.21875)]",6.3125
Vor drei Jahren hat Timo für Thorsten einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Timo wieder einen großen Kleiderschrank weggegeben, weil er mit einem Freund ausgemistet hat.",12,aii,bii,1,positive,47,weggegeben,75.5,4.96875,"[('Vor', 17.15576171875), ('einer', 5.53125), ('Woche', 0.1650390625), ('hat', 0.55859375), ('Timo', 0.90234375), ('wieder', 4.96875), ('einen', 0.81640625), ('großen', 1.1328125), ('Kleiderschrank', 0.384765625), ('weggegeben', 13.41064453125), (',', 2.1875), ('weil', 1.2578125), ('er', 0.91015625), ('mit', 5.8125), ('einem', 2.859375), ('Freund', 3.59375), ('ausgemistet', 11.945281982421875), ('hat', 0.490234375), ('.', 1.2109375)]",13.41064453125
Vor drei Jahren hat Timo für Thorsten einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Thorsten wieder einen großen Kleiderschrank weggegeben, weil er mit einem Freund ausgemistet hat.",12,aii,bii,2,neutral,47,weggegeben,74.0,5.8125,"[('Vor', 17.15576171875), ('einer', 5.53125), ('Woche', 0.1650390625), ('hat', 0.55859375), ('Thorsten', 1.15625), ('wieder', 5.8125), ('einen', 0.74609375), ('großen', 1.1640625), ('Kleiderschrank', 0.39453125), ('weggegeben', 12.095703125), (',', 2.375), ('weil', 1.2109375), ('er', 0.5234375), ('mit', 5.75), ('einem', 2.046875), ('Freund', 4.1875), ('ausgemistet', 11.710906982421875), ('hat', 0.341796875), ('.', 1.1953125)]",12.095703125
Letzte Woche hat Thorsten Greta mit einem spannenden Auftrag betreut.,"Vor zwei Tagen hat Greta wieder einen spannenden Auftrag ausgeführt, als sie an einer Konferenz teilgenommen hat.",13,ai,bi,1,positive,48,ausgeführt,66.0,5.96875,"[('Vor', 18.50390625), ('zwei', 2.3125), ('Tagen', 1.65625), ('hat', 0.98828125), ('Greta', 2.56787109375), ('wieder', 5.96875), ('einen', 1.6953125), ('spannenden', 2.898406982421875), ('Auftrag', 0.138671875), ('ausgeführt', 5.65234375), (',', 4.0), ('als', 4.90625), ('sie', 1.5), ('an', 4.3125), ('einer', 2.90625), ('Konferenz', 3.06201171875), ('teilgenommen', 1.890625), ('hat', 0.10400390625), ('.', 1.1328125)]",5.65234375
Letzte Woche hat Thorsten Greta mit einem spannenden Auftrag betreut.,"Vor zwei Tagen hat Thorsten wieder einen spannenden Auftrag ausgeführt, als er an einer Konferenz teilgenommen hat.",13,ai,bi,2,neutral,48,ausgeführt,66.0,6.71875,"[('Vor', 18.50390625), ('zwei', 2.3125), ('Tagen', 1.65625), ('hat', 0.98828125), ('Thorsten', 1.8983154296875), ('wieder', 6.71875), ('einen', 1.46875), ('spannenden', 2.18743896484375), ('Auftrag', 0.1455078125), ('ausgeführt', 5.80859375), (',', 4.25), ('als', 4.9375), ('er', 1.3828125), ('an', 4.875), ('einer', 3.171875), ('Konferenz', 2.976318359375), ('teilgenommen', 1.685546875), ('hat', 0.0966796875), ('.', 1.1328125)]",5.80859375
Letzte Woche hat Thorsten Greta mit einem spannenden Auftrag betreut.,"Vor zwei Tagen hat Greta wieder einen spannenden Auftrag vergeben, als sie an einer Konferenz teilgenommen hat.",13,ai,bii,1,neutral,49,vergeben,66.0,5.96875,"[('Vor', 18.50390625), ('zwei', 2.3125), ('Tagen', 1.65625), ('hat', 0.98828125), ('Greta', 2.56787109375), ('wieder', 5.96875), ('einen', 1.6953125), ('spannenden', 2.898406982421875), ('Auftrag', 0.138671875), ('vergeben', 5.84765625), (',', 3.03125), ('als', 5.1875), ('sie', 1.7421875), ('an', 4.1875), ('einer', 3.46875), ('Konferenz', 2.538909912109375), ('teilgenommen', 2.068328857421875), ('hat', 0.0966796875), ('.', 0.99609375)]",5.84765625
Letzte Woche hat Thorsten Greta mit einem spannenden Auftrag betreut.,"Vor zwei Tagen hat Thorsten wieder einen spannenden Auftrag vergeben, als er an einer Konferenz teilgenommen hat.",13,ai,bii,2,positive,49,vergeben,65.0,6.71875,"[('Vor', 18.50390625), ('zwei', 2.3125), ('Tagen', 1.65625), ('hat', 0.98828125), ('Thorsten', 1.8983154296875), ('wieder', 6.71875), ('einen', 1.46875), ('spannenden', 2.18743896484375), ('Auftrag', 0.1455078125), ('vergeben', 5.87109375), (',', 3.234375), ('als', 5.21875), ('er', 1.4765625), ('an', 4.28125), ('einer', 3.671875), ('Konferenz', 2.367034912109375), ('teilgenommen', 2.080047607421875), ('hat', 0.10400390625), ('.', 1.0234375)]",5.87109375
Letzte Woche hat Greta Thorsten mit einem spannenden Auftrag betreut.,"Vor zwei Tagen hat Greta wieder einen spannenden Auftrag ausgeführt, als sie an einer Konferenz teilgenommen hat.",13,aii,bi,1,neutral,50,ausgeführt,67.0,6.71875,"[('Vor', 18.671875), ('zwei', 2.25), ('Tagen', 1.59375), ('hat', 1.21875), ('Greta', 1.945281982421875), ('wieder', 6.71875), ('einen', 1.59375), ('spannenden', 3.226531982421875), ('Auftrag', 0.1650390625), ('ausgeführt', 5.57958984375), (',', 4.09375), ('als', 4.625), ('sie', 1.4609375), ('an', 4.5), ('einer', 3.0625), ('Konferenz', 3.319580078125), ('teilgenommen', 1.88671875), ('hat', 0.11083984375), ('.', 1.15625)]",5.57958984375
Letzte Woche hat Greta Thorsten mit einem spannenden Auftrag betreut.,"Vor zwei Tagen hat Thorsten wieder einen spannenden Auftrag ausgeführt, als er an einer Konferenz teilgenommen hat.",13,aii,bi,2,positive,50,ausgeführt,68.0,4.9375,"[('Vor', 18.671875), ('zwei', 2.25), ('Tagen', 1.59375), ('hat', 1.21875), ('Thorsten', 4.24072265625), ('wieder', 4.9375), ('einen', 1.6328125), ('spannenden', 3.54681396484375), ('Auftrag', 0.216796875), ('ausgeführt', 5.51708984375), (',', 3.859375), ('als', 4.34375), ('er', 1.6953125), ('an', 4.5), ('einer', 3.0), ('Konferenz', 3.507080078125), ('teilgenommen', 2.14453125), ('hat', 0.11083984375), ('.', 1.140625)]",5.51708984375
Letzte Woche hat Greta Thorsten mit einem spannenden Auftrag betreut.,"Vor zwei Tagen hat Greta wieder einen spannenden Auftrag vergeben, als sie an einer Konferenz teilgenommen hat.",13,aii,bii,1,positive,51,vergeben,66.5,6.71875,"[('Vor', 18.671875), ('zwei', 2.25), ('Tagen', 1.59375), ('hat', 1.21875), ('Greta', 1.945281982421875), ('wieder', 6.71875), ('einen', 1.59375), ('spannenden', 3.226531982421875), ('Auftrag', 0.1650390625), ('vergeben', 6.0), (',', 3.03125), ('als', 4.8125), ('sie', 1.59375), ('an', 4.3125), ('einer', 3.5), ('Konferenz', 2.492034912109375), ('teilgenommen', 2.10546875), ('hat', 0.0966796875), ('.', 1.03125)]",6.0
Letzte Woche hat Greta Thorsten mit einem spannenden Auftrag betreut.,"Vor zwei Tagen hat Thorsten wieder einen spannenden Auftrag vergeben, als er an einer Konferenz teilgenommen hat.",13,aii,bii,2,neutral,51,vergeben,67.5,4.9375,"[('Vor', 18.671875), ('zwei', 2.25), ('Tagen', 1.59375), ('hat', 1.21875), ('Thorsten', 4.24072265625), ('wieder', 4.9375), ('einen', 1.6328125), ('spannenden', 3.54681396484375), ('Auftrag', 0.216796875), ('vergeben', 5.9765625), (',', 2.828125), ('als', 4.6875), ('er', 1.9140625), ('an', 4.3125), ('einer', 3.46875), ('Konferenz', 2.5467529296875), ('teilgenommen', 2.35546875), ('hat', 0.1318359375), ('.', 1.015625)]",5.9765625
Letzten Monat hat Thorsten Sabine ein selbstgemaltes Bild gezeigt.,"Vor zwei Wochen hat Sabine wieder ein selbstgemaltes Bild gesehen, als sie mit einer Künstlerin verabredet war.",14,ai,bi,1,positive,52,gesehen,68.0,6.3125,"[('Vor', 18.6015625), ('zwei', 2.046875), ('Wochen', 1.1015625), ('hat', 1.28125), ('Sabine', 2.320281982421875), ('wieder', 6.3125), ('ein', 1.7109375), ('selbstgemaltes', 1.8427734375), ('Bild', 0.0155029296875), ('gesehen', 6.52197265625), (',', 2.09375), ('als', 3.5), ('sie', 0.421875), ('mit', 2.78125), ('einer', 5.28125), ('Künstlerin', 6.86328125), ('verabredet', 4.340789794921875), ('war', 0.023193359375), ('.', 1.1171875)]",6.52197265625
Letzten Monat hat Thorsten Sabine ein selbstgemaltes Bild gezeigt.,"Vor zwei Wochen hat Thorsten wieder ein selbstgemaltes Bild gesehen, als er mit einer Künstlerin verabredet war.",14,ai,bi,2,neutral,52,gesehen,67.5,5.40625,"[('Vor', 18.6015625), ('zwei', 2.046875), ('Wochen', 1.1015625), ('hat', 1.28125), ('Thorsten', 2.382781982421875), ('wieder', 5.40625), ('ein', 1.4609375), ('selbstgemaltes', 1.6396484375), ('Bild', 0.0155029296875), ('gesehen', 6.444580078125), (',', 2.15625), ('als', 3.875), ('er', 0.4765625), ('mit', 2.59375), ('einer', 5.0625), ('Künstlerin', 7.263671875), ('verabredet', 4.5775146484375), ('war', 0.0155029296875), ('.', 1.1015625)]",6.444580078125
Letzten Monat hat Thorsten Sabine ein selbstgemaltes Bild gezeigt.,"Vor zwei Wochen hat Sabine wieder ein selbstgemaltes Bild präsentiert, als sie mit einer Künstlerin verabredet war.",14,ai,bii,1,neutral,53,präsentiert,71.5,6.3125,"[('Vor', 18.6015625), ('zwei', 2.046875), ('Wochen', 1.1015625), ('hat', 1.28125), ('Sabine', 2.320281982421875), ('wieder', 6.3125), ('ein', 1.7109375), ('selbstgemaltes', 1.8427734375), ('Bild', 0.0155029296875), ('präsentiert', 5.429534912109375), (',', 2.3125), ('als', 5.5), ('sie', 1.8671875), ('mit', 2.765625), ('einer', 4.53125), ('Künstlerin', 8.72265625), ('verabredet', 4.027801513671875), ('war', 0.023193359375), ('.', 0.98828125)]",5.429534912109375
Letzten Monat hat Thorsten Sabine ein selbstgemaltes Bild gezeigt.,"Vor zwei Wochen hat Thorsten wieder ein selbstgemaltes Bild präsentiert, als er mit einer Künstlerin verabredet war.",14,ai,bii,2,positive,53,präsentiert,71.0,5.40625,"[('Vor', 18.6015625), ('zwei', 2.046875), ('Wochen', 1.1015625), ('hat', 1.28125), ('Thorsten', 2.382781982421875), ('wieder', 5.40625), ('ein', 1.4609375), ('selbstgemaltes', 1.6396484375), ('Bild', 0.0155029296875), ('präsentiert', 5.429534912109375), (',', 2.296875), ('als', 5.6875), ('er', 2.109375), ('mit', 2.796875), ('einer', 4.25), ('Künstlerin', 9.42578125), ('verabredet', 4.33251953125), ('war', 0.023193359375), ('.', 0.9453125)]",5.429534912109375
Letzten Monat hat Sabine Thorsten ein selbstgemaltes Bild gezeigt.,"Vor zwei Wochen hat Sabine wieder ein selbstgemaltes Bild gesehen, als sie mit einer Künstlerin verabredet war.",14,aii,bi,1,neutral,54,gesehen,66.0,6.0,"[('Vor', 18.390625), ('zwei', 2.0625), ('Wochen', 1.15625), ('hat', 1.375), ('Sabine', 2.34375), ('wieder', 6.0), ('ein', 1.109375), ('selbstgemaltes', 1.7314453125), ('Bild', 0.0155029296875), ('gesehen', 6.27197265625), (',', 2.3125), ('als', 3.78125), ('sie', 0.283203125), ('mit', 2.921875), ('einer', 4.65625), ('Künstlerin', 6.197265625), ('verabredet', 4.254852294921875), ('war', 0.0155029296875), ('.', 1.1171875)]",6.27197265625
Letzten Monat hat Sabine Thorsten ein selbstgemaltes Bild gezeigt.,"Vor zwei Wochen hat Thorsten wieder ein selbstgemaltes Bild gesehen, als er mit einer Künstlerin verabredet war.",14,aii,bi,2,positive,54,gesehen,68.5,4.8125,"[('Vor', 18.390625), ('zwei', 2.0625), ('Wochen', 1.15625), ('hat', 1.375), ('Thorsten', 4.34375), ('wieder', 4.8125), ('ein', 1.546875), ('selbstgemaltes', 2.144500732421875), ('Bild', 0.023193359375), ('gesehen', 5.810546875), (',', 2.40625), ('als', 3.65625), ('er', 1.1328125), ('mit', 2.59375), ('einer', 4.03125), ('Künstlerin', 7.486328125), ('verabredet', 4.340789794921875), ('war', 0.0155029296875), ('.', 1.0859375)]",5.810546875
Letzten Monat hat Sabine Thorsten ein selbstgemaltes Bild gezeigt.,"Vor zwei Wochen hat Sabine wieder ein selbstgemaltes Bild präsentiert, als sie mit einer Künstlerin verabredet war.",14,aii,bii,1,positive,55,präsentiert,69.5,6.0,"[('Vor', 18.390625), ('zwei', 2.0625), ('Wochen', 1.15625), ('hat', 1.375), ('Sabine', 2.34375), ('wieder', 6.0), ('ein', 1.109375), ('selbstgemaltes', 1.7314453125), ('Bild', 0.0155029296875), ('präsentiert', 5.242034912109375), (',', 2.375), ('als', 5.71875), ('sie', 1.6328125), ('mit', 2.75), ('einer', 4.1875), ('Künstlerin', 8.515625), ('verabredet', 4.073211669921875), ('war', 0.023193359375), ('.', 0.96484375)]",5.242034912109375
