id,premises,target_sentence,conclusion,gold_label,item_id,context,target,brace,condition,response_option,target_inferred,target_note,role_note,meta-llama/Llama-3.1-8B-Instruct_pred_label,meta-llama/Llama-3.1-8B-Instruct_p_entailment,meta-llama/Llama-3.1-8B-Instruct_p_neutral,meta-llama/Llama-3.1-8B-Instruct_p_contradiction
9_aii_bi1_cannot_say_neu,Vor einem Jahr hat Timo für Judith ein teures Konzertticket bestellt.,"Vor vier Wochen hat Timo wieder ein teures Konzertticket bekommen, weil sie mit einem Freund feiern will.","Es lässt sich nicht sagen, wie oft Timo ein teures Konzertticket bekommen hat.",unknown,9,aii,bi,1,neutral,cannot say,False,,,neutral,0.1097,0.6635,0.2268
9_aii_bi2_once_pos,Vor einem Jahr hat Timo für Judith ein teures Konzertticket bestellt.,"Vor vier Wochen hat Judith wieder ein teures Konzertticket bekommen, weil er mit einem Freund feiern will.",Judith hat einmal ein teures Konzertticket bekommen.,unknown,9,aii,bi,2,positive,once,False,,,entailment,0.915,0.0079,0.0771
9_aii_bi2_twice_pos,Vor einem Jahr hat Timo für Judith ein teures Konzertticket bestellt.,"Vor vier Wochen hat Judith wieder ein teures Konzertticket bekommen, weil er mit einem Freund feiern will.",Judith hat mindestens zweimal ein teures Konzertticket bekommen.,entailment,9,aii,bi,2,positive,twice,False,,,entailment,0.9021,0.0113,0.0865
9_aii_bi2_cannot_say_pos,Vor einem Jahr hat Timo für Judith ein teures Konzertticket bestellt.,"Vor vier Wochen hat Judith wieder ein teures Konzertticket bekommen, weil er mit einem Freund feiern will.","Es lässt sich nicht sagen, wie oft Judith ein teures Konzertticket bekommen hat.",unknown,9,aii,bi,2,positive,cannot say,False,,,neutral,0.1183,0.655,0.2267
9_aii_bii1_once_pos,Vor einem Jahr hat Timo für Judith ein teures Konzertticket bestellt.,"Vor vier Wochen hat Timo wieder ein teures Konzertticket erworben, weil sie mit einem Freund feiern will.",Timo hat einmal ein teures Konzertticket erworben.,unknown,9,aii,bii,1,positive,once,False,,,entailment,0.9346,0.001,0.0644
9_aii_bii1_twice_pos,Vor einem Jahr hat Timo für Judith ein teures Konzertticket bestellt.,"Vor vier Wochen hat Timo wieder ein teures Konzertticket erworben, weil sie mit einem Freund feiern will.",Timo hat mindestens zweimal ein teures Konzertticket erworben.,entailment,9,aii,bii,1,positive,twice,False,,,entailment,0.9189,0.0016,0.0795
9_aii_bii1_cannot_say_pos,Vor einem Jahr hat Timo für Judith ein teures Konzertticket bestellt.,"Vor vier Wochen hat Timo wieder ein teures Konzertticket erworben, weil sie mit einem Freund feiern will.","Es lässt sich nicht sagen, wie oft Timo ein teures Konzertticket erworben hat.",unknown,9,aii,bii,1,positive,cannot say,False,,,neutral,0.1212,0.6654,0.2133
9_aii_bii2_once_neu,Vor einem Jahr hat Timo für Judith ein teures Konzertticket bestellt.,"Vor vier Wochen hat Judith wieder ein teures Konzertticket erworben, weil er mit einem Freund feiern will.",Judith hat einmal ein teures Konzertticket erworben.,entailment,9,aii,bii,2,neutral,once,False,,,entailment,0.9188,0.0053,0.0758
9_aii_bii2_twice_neu,Vor einem Jahr hat Timo für Judith ein teures Konzertticket bestellt.,"Vor vier Wochen hat Judith wieder ein teures Konzertticket erworben, weil er mit einem Freund feiern will.",Judith hat mindestens zweimal ein teures Konzertticket erworben.,unknown,9,aii,bii,2,neutral,twice,False,,,entailment,0.9115,0.0069,0.0816
9_aii_bii2_cannot_say_neu,Vor einem Jahr hat Timo für Judith ein teures Konzertticket bestellt.,"Vor vier Wochen hat Judith wieder ein teures Konzertticket erworben, weil er mit einem Freund feiern will.","Es lässt sich nicht sagen, wie oft Judith ein teures Konzertticket erworben hat.",unknown,9,aii,bii,2,neutral,cannot say,False,,,neutral,0.1215,0.6376,0.2409
10_ai_bi1_once_pos,Letztes Semester hat Greta Judith einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Judith wieder einen kleinen Spickzettel erhalten, als sie an einer Klausur teilgenommen hat.",Judith hat einmal einen kleinen Spickzettel erhalten.,unknown,10,ai,bi,1,positive,once,False,,,entailment,0.7733,0.0885,0.1382
10_ai_bi1_twice_pos,Letztes Semester hat Greta Judith einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Judith wieder einen kleinen Spickzettel erhalten, als sie an einer Klausur teilgenommen hat.",Judith hat mindestens zweimal einen kleinen Spickzettel erhalten.,entailment,10,ai,bi,1,positive,twice,False,,,entailment,0.9293,0.0036,0.0671
10_ai_bi1_cannot_say_pos,Letztes Semester hat Greta Judith einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Judith wieder einen kleinen Spickzettel erhalten, als sie an einer Klausur teilgenommen hat.","Es lässt sich nicht sagen, wie oft Judith einen kleinen Spickzettel erhalten hat.",unknown,10,ai,bi,1,positive,cannot say,False,,,neutral,0.1202,0.6175,0.2623
10_ai_bi2_once_neu,Letztes Semester hat Greta Judith einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Greta wieder einen kleinen Spickzettel erhalten, als sie an einer Klausur teilgenommen hat.",Greta hat einmal einen kleinen Spickzettel erhalten.,entailment,10,ai,bi,2,neutral,once,False,,,entailment,0.7367,0.1177,0.1455
10_ai_bi2_twice_neu,Letztes Semester hat Greta Judith einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Greta wieder einen kleinen Spickzettel erhalten, als sie an einer Klausur teilgenommen hat.",Greta hat mindestens zweimal einen kleinen Spickzettel erhalten.,unknown,10,ai,bi,2,neutral,twice,False,,,entailment,0.9278,0.0025,0.0698
10_ai_bi2_cannot_say_neu,Letztes Semester hat Greta Judith einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Greta wieder einen kleinen Spickzettel erhalten, als sie an einer Klausur teilgenommen hat.","Es lässt sich nicht sagen, wie oft Greta einen kleinen Spickzettel erhalten hat.",unknown,10,ai,bi,2,neutral,cannot say,False,,,neutral,0.125,0.6138,0.2612
10_ai_bii1_once_neu,Letztes Semester hat Greta Judith einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Judith wieder einen kleinen Spickzettel weitergegeben, als sie an einer Klausur teilgenommen hat.",Judith hat einmal einen kleinen Spickzettel weitergegeben.,entailment,10,ai,bii,1,neutral,once,False,,,entailment,0.5322,0.3088,0.1591
10_ai_bii1_twice_neu,Letztes Semester hat Greta Judith einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Judith wieder einen kleinen Spickzettel weitergegeben, als sie an einer Klausur teilgenommen hat.",Judith hat mindestens zweimal einen kleinen Spickzettel weitergegeben.,unknown,10,ai,bii,1,neutral,twice,False,,,entailment,0.8641,0.0339,0.102
10_ai_bii1_cannot_say_neu,Letztes Semester hat Greta Judith einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Judith wieder einen kleinen Spickzettel weitergegeben, als sie an einer Klausur teilgenommen hat.","Es lässt sich nicht sagen, wie oft Judith einen kleinen Spickzettel weitergegeben hat.",unknown,10,ai,bii,1,neutral,cannot say,False,,,neutral,0.1027,0.7239,0.1734
10_ai_bii2_once_pos,Letztes Semester hat Greta Judith einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Greta wieder einen kleinen Spickzettel weitergegeben, als sie an einer Klausur teilgenommen hat.",Greta hat einmal einen kleinen Spickzettel weitergegeben.,unknown,10,ai,bii,2,positive,once,False,,,entailment,0.4561,0.3622,0.1818
10_ai_bii2_twice_pos,Letztes Semester hat Greta Judith einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Greta wieder einen kleinen Spickzettel weitergegeben, als sie an einer Klausur teilgenommen hat.",Greta hat mindestens zweimal einen kleinen Spickzettel weitergegeben.,entailment,10,ai,bii,2,positive,twice,False,,,entailment,0.8695,0.0114,0.119
10_ai_bii2_cannot_say_pos,Letztes Semester hat Greta Judith einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Greta wieder einen kleinen Spickzettel weitergegeben, als sie an einer Klausur teilgenommen hat.","Es lässt sich nicht sagen, wie oft Greta einen kleinen Spickzettel weitergegeben hat.",unknown,10,ai,bii,2,positive,cannot say,False,,,neutral,0.1091,0.7421,0.1488
10_aii_bi1_once_neu,Letztes Semester hat Judith Greta einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Judith wieder einen kleinen Spickzettel erhalten, als sie an einer Klausur teilgenommen hat.",Judith hat einmal einen kleinen Spickzettel erhalten.,entailment,10,aii,bi,1,neutral,once,False,,,entailment,0.7653,0.0981,0.1365
10_aii_bi1_twice_neu,Letztes Semester hat Judith Greta einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Judith wieder einen kleinen Spickzettel erhalten, als sie an einer Klausur teilgenommen hat.",Judith hat mindestens zweimal einen kleinen Spickzettel erhalten.,unknown,10,aii,bi,1,neutral,twice,False,,,entailment,0.9342,0.0031,0.0627
10_aii_bi1_cannot_say_neu,Letztes Semester hat Judith Greta einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Judith wieder einen kleinen Spickzettel erhalten, als sie an einer Klausur teilgenommen hat.","Es lässt sich nicht sagen, wie oft Judith einen kleinen Spickzettel erhalten hat.",unknown,10,aii,bi,1,neutral,cannot say,False,,,neutral,0.1176,0.6387,0.2438
10_aii_bi2_once_pos,Letztes Semester hat Judith Greta einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Greta wieder einen kleinen Spickzettel erhalten, als sie an einer Klausur teilgenommen hat.",Greta hat einmal einen kleinen Spickzettel erhalten.,unknown,10,aii,bi,2,positive,once,False,,,entailment,0.7221,0.1296,0.1482
10_aii_bi2_twice_pos,Letztes Semester hat Judith Greta einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Greta wieder einen kleinen Spickzettel erhalten, als sie an einer Klausur teilgenommen hat.",Greta hat mindestens zweimal einen kleinen Spickzettel erhalten.,entailment,10,aii,bi,2,positive,twice,False,,,entailment,0.9286,0.0028,0.0686
10_aii_bi2_cannot_say_pos,Letztes Semester hat Judith Greta einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Greta wieder einen kleinen Spickzettel erhalten, als sie an einer Klausur teilgenommen hat.","Es lässt sich nicht sagen, wie oft Greta einen kleinen Spickzettel erhalten hat.",unknown,10,aii,bi,2,positive,cannot say,False,,,neutral,0.1181,0.6453,0.2367
10_aii_bii1_once_pos,Letztes Semester hat Judith Greta einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Judith wieder einen kleinen Spickzettel weitergegeben, als sie an einer Klausur teilgenommen hat.",Judith hat einmal einen kleinen Spickzettel weitergegeben.,unknown,10,aii,bii,1,positive,once,False,,,entailment,0.5612,0.2728,0.166
10_aii_bii1_twice_pos,Letztes Semester hat Judith Greta einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Judith wieder einen kleinen Spickzettel weitergegeben, als sie an einer Klausur teilgenommen hat.",Judith hat mindestens zweimal einen kleinen Spickzettel weitergegeben.,entailment,10,aii,bii,1,positive,twice,False,,,entailment,0.8827,0.0242,0.0931
10_aii_bii1_cannot_say_pos,Letztes Semester hat Judith Greta einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Judith wieder einen kleinen Spickzettel weitergegeben, als sie an einer Klausur teilgenommen hat.","Es lässt sich nicht sagen, wie oft Judith einen kleinen Spickzettel weitergegeben hat.",unknown,10,aii,bii,1,positive,cannot say,False,,,neutral,0.0992,0.7405,0.1603
10_aii_bii2_once_neu,Letztes Semester hat Judith Greta einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Greta wieder einen kleinen Spickzettel weitergegeben, als sie an einer Klausur teilgenommen hat.",Greta hat einmal einen kleinen Spickzettel weitergegeben.,entailment,10,aii,bii,2,neutral,once,False,,,neutral,0.3973,0.4134,0.1892
10_aii_bii2_twice_neu,Letztes Semester hat Judith Greta einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Greta wieder einen kleinen Spickzettel weitergegeben, als sie an einer Klausur teilgenommen hat.",Greta hat mindestens zweimal einen kleinen Spickzettel weitergegeben.,unknown,10,aii,bii,2,neutral,twice,False,,,entailment,0.865,0.0146,0.1204
10_aii_bii2_cannot_say_neu,Letztes Semester hat Judith Greta einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Greta wieder einen kleinen Spickzettel weitergegeben, als sie an einer Klausur teilgenommen hat.","Es lässt sich nicht sagen, wie oft Greta einen kleinen Spickzettel weitergegeben hat.",unknown,10,aii,bii,2,neutral,cannot say,False,,,neutral,0.1018,0.7539,0.1443
11_ai_bi1_once_pos,Vor zwei Monaten hat Thorsten Linda ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Linda wieder ein interessantes Jobangebot bekommen, als sie auf einer Jobbörse zugegen war.",Linda hat einmal ein interessantes Jobangebot bekommen.,unknown,11,ai,bi,1,positive,once,False,,,entailment,0.7517,0.1082,0.1401
11_ai_bi1_twice_pos,Vor zwei Monaten hat Thorsten Linda ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Linda wieder ein interessantes Jobangebot bekommen, als sie auf einer Jobbörse zugegen war.",Linda hat mindestens zweimal ein interessantes Jobangebot bekommen.,entailment,11,ai,bi,1,positive,twice,False,,,entailment,0.9499,0.0022,0.0479
11_ai_bi1_cannot_say_pos,Vor zwei Monaten hat Thorsten Linda ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Linda wieder ein interessantes Jobangebot bekommen, als sie auf einer Jobbörse zugegen war.","Es lässt sich nicht sagen, wie oft Linda ein interessantes Jobangebot bekommen hat.",unknown,11,ai,bi,1,positive,cannot say,False,,,neutral,0.1205,0.6308,0.2487
11_ai_bi2_once_neu,Vor zwei Monaten hat Thorsten Linda ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Thorsten wieder ein interessantes Jobangebot bekommen, als er auf einer Jobbörse zugegen war.",Thorsten hat einmal ein interessantes Jobangebot bekommen.,entailment,11,ai,bi,2,neutral,once,False,,,entailment,0.7825,0.0713,0.1462
11_ai_bi2_twice_neu,Vor zwei Monaten hat Thorsten Linda ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Thorsten wieder ein interessantes Jobangebot bekommen, als er auf einer Jobbörse zugegen war.",Thorsten hat mindestens zweimal ein interessantes Jobangebot bekommen.,unknown,11,ai,bi,2,neutral,twice,False,,,entailment,0.9354,0.0036,0.061
11_ai_bi2_cannot_say_neu,Vor zwei Monaten hat Thorsten Linda ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Thorsten wieder ein interessantes Jobangebot bekommen, als er auf einer Jobbörse zugegen war.","Es lässt sich nicht sagen, wie oft Thorsten ein interessantes Jobangebot bekommen hat.",unknown,11,ai,bi,2,neutral,cannot say,False,,,neutral,0.1212,0.5961,0.2827
11_ai_bii1_once_neu,Vor zwei Monaten hat Thorsten Linda ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Linda wieder ein interessantes Jobangebot gemacht, als sie auf einer Jobbörse zugegen war.",Linda hat einmal ein interessantes Jobangebot gemacht.,entailment,11,ai,bii,1,neutral,once,False,,,entailment,0.5938,0.2409,0.1653
11_ai_bii1_twice_neu,Vor zwei Monaten hat Thorsten Linda ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Linda wieder ein interessantes Jobangebot gemacht, als sie auf einer Jobbörse zugegen war.",Linda hat mindestens zweimal ein interessantes Jobangebot gemacht.,unknown,11,ai,bii,1,neutral,twice,False,,,entailment,0.934,0.0036,0.0624
11_ai_bii1_cannot_say_neu,Vor zwei Monaten hat Thorsten Linda ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Linda wieder ein interessantes Jobangebot gemacht, als sie auf einer Jobbörse zugegen war.","Es lässt sich nicht sagen, wie oft Linda ein interessantes Jobangebot gemacht hat.",unknown,11,ai,bii,1,neutral,cannot say,False,,,neutral,0.1112,0.6257,0.263
11_ai_bii2_once_pos,Vor zwei Monaten hat Thorsten Linda ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Thorsten wieder ein interessantes Jobangebot gemacht, als er auf einer Jobbörse zugegen war.",Thorsten hat einmal ein interessantes Jobangebot gemacht.,unknown,11,ai,bii,2,positive,once,False,,,entailment,0.6833,0.1351,0.1816
11_ai_bii2_twice_pos,Vor zwei Monaten hat Thorsten Linda ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Thorsten wieder ein interessantes Jobangebot gemacht, als er auf einer Jobbörse zugegen war.",Thorsten hat mindestens zweimal ein interessantes Jobangebot gemacht.,entailment,11,ai,bii,2,positive,twice,False,,,entailment,0.9215,0.005,0.0735
11_ai_bii2_cannot_say_pos,Vor zwei Monaten hat Thorsten Linda ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Thorsten wieder ein interessantes Jobangebot gemacht, als er auf einer Jobbörse zugegen war.","Es lässt sich nicht sagen, wie oft Thorsten ein interessantes Jobangebot gemacht hat.",unknown,11,ai,bii,2,positive,cannot say,False,,,neutral,0.1078,0.5916,0.3006
11_aii_bi1_once_neu,Vor zwei Monaten hat Linda Thorsten ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Linda wieder ein interessantes Jobangebot bekommen, als sie auf einer Jobbörse zugegen war.",Linda hat einmal ein interessantes Jobangebot bekommen.,entailment,11,aii,bi,1,neutral,once,False,,,entailment,0.7541,0.0968,0.1491
11_aii_bi1_twice_neu,Vor zwei Monaten hat Linda Thorsten ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Linda wieder ein interessantes Jobangebot bekommen, als sie auf einer Jobbörse zugegen war.",Linda hat mindestens zweimal ein interessantes Jobangebot bekommen.,unknown,11,aii,bi,1,neutral,twice,False,,,entailment,0.9455,0.0015,0.0531
11_aii_bi1_cannot_say_neu,Vor zwei Monaten hat Linda Thorsten ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Linda wieder ein interessantes Jobangebot bekommen, als sie auf einer Jobbörse zugegen war.","Es lässt sich nicht sagen, wie oft Linda ein interessantes Jobangebot bekommen hat.",unknown,11,aii,bi,1,neutral,cannot say,False,,,neutral,0.1205,0.6304,0.2491
11_aii_bi2_once_pos,Vor zwei Monaten hat Linda Thorsten ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Thorsten wieder ein interessantes Jobangebot bekommen, als er auf einer Jobbörse zugegen war.",Thorsten hat einmal ein interessantes Jobangebot bekommen.,unknown,11,aii,bi,2,positive,once,False,,,entailment,0.7034,0.1399,0.1567
11_aii_bi2_twice_pos,Vor zwei Monaten hat Linda Thorsten ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Thorsten wieder ein interessantes Jobangebot bekommen, als er auf einer Jobbörse zugegen war.",Thorsten hat mindestens zweimal ein interessantes Jobangebot bekommen.,entailment,11,aii,bi,2,positive,twice,False,,,entailment,0.9278,0.0036,0.0686
11_aii_bi2_cannot_say_pos,Vor zwei Monaten hat Linda Thorsten ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Thorsten wieder ein interessantes Jobangebot bekommen, als er auf einer Jobbörse zugegen war.","Es lässt sich nicht sagen, wie oft Thorsten ein interessantes Jobangebot bekommen hat.",unknown,11,aii,bi,2,positive,cannot say,False,,,neutral,0.1123,0.6018,0.286
11_aii_bii1_once_pos,Vor zwei Monaten hat Linda Thorsten ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Linda wieder ein interessantes Jobangebot gemacht, als sie auf einer Jobbörse zugegen war.",Linda hat einmal ein interessantes Jobangebot gemacht.,unknown,11,aii,bii,1,positive,once,False,,,entailment,0.6855,0.1528,0.1617
11_aii_bii1_twice_pos,Vor zwei Monaten hat Linda Thorsten ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Linda wieder ein interessantes Jobangebot gemacht, als sie auf einer Jobbörse zugegen war.",Linda hat mindestens zweimal ein interessantes Jobangebot gemacht.,entailment,11,aii,bii,1,positive,twice,False,,,entailment,0.9278,0.0025,0.0698
11_aii_bii1_cannot_say_pos,Vor zwei Monaten hat Linda Thorsten ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Linda wieder ein interessantes Jobangebot gemacht, als sie auf einer Jobbörse zugegen war.","Es lässt sich nicht sagen, wie oft Linda ein interessantes Jobangebot gemacht hat.",unknown,11,aii,bii,1,positive,cannot say,False,,,neutral,0.1152,0.6129,0.2719
11_aii_bii2_once_neu,Vor zwei Monaten hat Linda Thorsten ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Thorsten wieder ein interessantes Jobangebot gemacht, als er auf einer Jobbörse zugegen war.",Thorsten hat einmal ein interessantes Jobangebot gemacht.,entailment,11,aii,bii,2,neutral,once,False,,,entailment,0.6426,0.1766,0.1808
11_aii_bii2_twice_neu,Vor zwei Monaten hat Linda Thorsten ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Thorsten wieder ein interessantes Jobangebot gemacht, als er auf einer Jobbörse zugegen war.",Thorsten hat mindestens zweimal ein interessantes Jobangebot gemacht.,unknown,11,aii,bii,2,neutral,twice,False,,,entailment,0.9085,0.0045,0.087
11_aii_bii2_cannot_say_neu,Vor zwei Monaten hat Linda Thorsten ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Thorsten wieder ein interessantes Jobangebot gemacht, als er auf einer Jobbörse zugegen war.","Es lässt sich nicht sagen, wie oft Thorsten ein interessantes Jobangebot gemacht hat.",unknown,11,aii,bii,2,neutral,cannot say,False,,,neutral,0.1078,0.5916,0.3006
12_ai_bi1_once_pos,Vor drei Jahren hat Thorsten für Timo einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Timo wieder einen großen Kleiderschrank bekommen, weil er mit einem Freund ausgemistet hat.",Timo hat einmal einen großen Kleiderschrank bekommen.,unknown,12,ai,bi,1,positive,once,False,,,entailment,0.8727,0.0235,0.1038
12_ai_bi1_twice_pos,Vor drei Jahren hat Thorsten für Timo einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Timo wieder einen großen Kleiderschrank bekommen, weil er mit einem Freund ausgemistet hat.",Timo hat mindestens zweimal einen großen Kleiderschrank bekommen.,entailment,12,ai,bi,1,positive,twice,False,,,entailment,0.8557,0.0197,0.1246
12_ai_bi1_cannot_say_pos,Vor drei Jahren hat Thorsten für Timo einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Timo wieder einen großen Kleiderschrank bekommen, weil er mit einem Freund ausgemistet hat.","Es lässt sich nicht sagen, wie oft Timo einen großen Kleiderschrank bekommen hat.",unknown,12,ai,bi,1,positive,cannot say,False,,,neutral,0.1721,0.6008,0.2271
12_ai_bi2_once_neu,Vor drei Jahren hat Thorsten für Timo einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Thorsten wieder einen großen Kleiderschrank bekommen, weil er mit einem Freund ausgemistet hat.",Thorsten hat einmal einen großen Kleiderschrank bekommen.,entailment,12,ai,bi,2,neutral,once,False,,,entailment,0.8936,0.0079,0.0985
12_ai_bi2_twice_neu,Vor drei Jahren hat Thorsten für Timo einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Thorsten wieder einen großen Kleiderschrank bekommen, weil er mit einem Freund ausgemistet hat.",Thorsten hat mindestens zweimal einen großen Kleiderschrank bekommen.,unknown,12,ai,bi,2,neutral,twice,False,,,entailment,0.9019,0.0055,0.0926
12_ai_bi2_cannot_say_neu,Vor drei Jahren hat Thorsten für Timo einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Thorsten wieder einen großen Kleiderschrank bekommen, weil er mit einem Freund ausgemistet hat.","Es lässt sich nicht sagen, wie oft Thorsten einen großen Kleiderschrank bekommen hat.",unknown,12,ai,bi,2,neutral,cannot say,False,,,neutral,0.1554,0.6225,0.222
12_ai_bii1_once_neu,Vor drei Jahren hat Thorsten für Timo einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Timo wieder einen großen Kleiderschrank weggegeben, weil er mit einem Freund ausgemistet hat.",Timo hat einmal einen großen Kleiderschrank weggegeben.,entailment,12,ai,bii,1,neutral,once,False,,,entailment,0.7561,0.1054,0.1385
12_ai_bii1_twice_neu,Vor drei Jahren hat Thorsten für Timo einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Timo wieder einen großen Kleiderschrank weggegeben, weil er mit einem Freund ausgemistet hat.",Timo hat mindestens zweimal einen großen Kleiderschrank weggegeben.,unknown,12,ai,bii,1,neutral,twice,False,,,entailment,0.4285,0.3534,0.2181
12_ai_bii1_cannot_say_neu,Vor drei Jahren hat Thorsten für Timo einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Timo wieder einen großen Kleiderschrank weggegeben, weil er mit einem Freund ausgemistet hat.","Es lässt sich nicht sagen, wie oft Timo einen großen Kleiderschrank weggegeben hat.",unknown,12,ai,bii,1,neutral,cannot say,False,,,neutral,0.147,0.6668,0.1861
12_ai_bii2_once_pos,Vor drei Jahren hat Thorsten für Timo einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Thorsten wieder einen großen Kleiderschrank weggegeben, weil er mit einem Freund ausgemistet hat.",Thorsten hat einmal einen großen Kleiderschrank weggegeben.,unknown,12,ai,bii,2,positive,once,False,,,entailment,0.6668,0.0558,0.2774
12_ai_bii2_twice_pos,Vor drei Jahren hat Thorsten für Timo einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Thorsten wieder einen großen Kleiderschrank weggegeben, weil er mit einem Freund ausgemistet hat.",Thorsten hat mindestens zweimal einen großen Kleiderschrank weggegeben.,entailment,12,ai,bii,2,positive,twice,False,,,entailment,0.5107,0.2338,0.2555
12_ai_bii2_cannot_say_pos,Vor drei Jahren hat Thorsten für Timo einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Thorsten wieder einen großen Kleiderschrank weggegeben, weil er mit einem Freund ausgemistet hat.","Es lässt sich nicht sagen, wie oft Thorsten einen großen Kleiderschrank weggegeben hat.",unknown,12,ai,bii,2,positive,cannot say,False,,,neutral,0.141,0.6822,0.1769
12_aii_bi1_once_neu,Vor drei Jahren hat Timo für Thorsten einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Timo wieder einen großen Kleiderschrank bekommen, weil er mit einem Freund ausgemistet hat.",Timo hat einmal einen großen Kleiderschrank bekommen.,entailment,12,aii,bi,1,neutral,once,False,,,entailment,0.8941,0.0089,0.097
12_aii_bi1_twice_neu,Vor drei Jahren hat Timo für Thorsten einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Timo wieder einen großen Kleiderschrank bekommen, weil er mit einem Freund ausgemistet hat.",Timo hat mindestens zweimal einen großen Kleiderschrank bekommen.,unknown,12,aii,bi,1,neutral,twice,False,,,entailment,0.9094,0.0043,0.0863
12_aii_bi1_cannot_say_neu,Vor drei Jahren hat Timo für Thorsten einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Timo wieder einen großen Kleiderschrank bekommen, weil er mit einem Freund ausgemistet hat.","Es lässt sich nicht sagen, wie oft Timo einen großen Kleiderschrank bekommen hat.",unknown,12,aii,bi,1,neutral,cannot say,False,,,neutral,0.1623,0.6243,0.2134
12_aii_bi2_once_pos,Vor drei Jahren hat Timo für Thorsten einen großen Kleiderschrank gekauft.,"Vor einer Woche hat Thorsten wieder einen großen Kleiderschrank bekommen, weil er mit einem Freund ausgemistet hat.",Thorsten hat einmal einen großen Kleiderschrank bekommen.,unknown,12,aii,bi,2,positive,once,False,,,entailment,0.8641,0.0236,0.1123
