id,premises,target_sentence,conclusion,gold_label,item_id,context,target,brace,condition,response_option,target_inferred,target_note,role_note,google/gemma-3-12b-it_pred_label,google/gemma-3-12b-it_p_entailment,google/gemma-3-12b-it_p_neutral,google/gemma-3-12b-it_p_contradiction
8_ai_bi1_twice_pos,Letzten Monat hat Judith bei Linda eine neue Blume im Garten eingepflanzt.,"Vor einer Woche hat Linda wieder eine neue Blume bekommen, weil sie von einer Rosensorte begeistert ist.",Linda hat mindestens zweimal eine neue Blume bekommen.,entailment,8,ai,bi,1,positive,twice,False,,,entailment,1.0,0.0,0.0
8_ai_bi1_cannot_say_pos,Letzten Monat hat Judith bei Linda eine neue Blume im Garten eingepflanzt.,"Vor einer Woche hat Linda wieder eine neue Blume bekommen, weil sie von einer Rosensorte begeistert ist.","Es lässt sich nicht sagen, wie oft Linda eine neue Blume bekommen hat.",unknown,8,ai,bi,1,positive,cannot say,False,,,neutral,0.027,0.9553,0.0178
8_ai_bi2_once_neu,Letzten Monat hat Judith bei Linda eine neue Blume im Garten eingepflanzt.,"Vor einer Woche hat Judith wieder eine neue Blume bekommen, weil sie von einer Rosensorte begeistert ist.",Judith hat einmal eine neue Blume bekommen.,entailment,8,ai,bi,2,neutral,once,False,,,entailment,0.9994,0.0,0.0006
8_ai_bi2_twice_neu,Letzten Monat hat Judith bei Linda eine neue Blume im Garten eingepflanzt.,"Vor einer Woche hat Judith wieder eine neue Blume bekommen, weil sie von einer Rosensorte begeistert ist.",Judith hat mindestens zweimal eine neue Blume bekommen.,unknown,8,ai,bi,2,neutral,twice,False,,,entailment,1.0,0.0,0.0
8_ai_bi2_cannot_say_neu,Letzten Monat hat Judith bei Linda eine neue Blume im Garten eingepflanzt.,"Vor einer Woche hat Judith wieder eine neue Blume bekommen, weil sie von einer Rosensorte begeistert ist.","Es lässt sich nicht sagen, wie oft Judith eine neue Blume bekommen hat.",unknown,8,ai,bi,2,neutral,cannot say,False,,,neutral,0.0468,0.9257,0.0275
8_ai_bii1_once_neu,Letzten Monat hat Judith bei Linda eine neue Blume im Garten eingepflanzt.,"Vor einer Woche hat Linda wieder eine neue Blume eingegraben, weil sie von einer Rosensorte begeistert ist.",Linda hat einmal eine neue Blume eingegraben.,entailment,8,ai,bii,1,neutral,once,False,,,entailment,1.0,0.0,0.0
8_ai_bii1_twice_neu,Letzten Monat hat Judith bei Linda eine neue Blume im Garten eingepflanzt.,"Vor einer Woche hat Linda wieder eine neue Blume eingegraben, weil sie von einer Rosensorte begeistert ist.",Linda hat mindestens zweimal eine neue Blume eingegraben.,unknown,8,ai,bii,1,neutral,twice,False,,,entailment,0.9998,0.0,0.0002
8_ai_bii1_cannot_say_neu,Letzten Monat hat Judith bei Linda eine neue Blume im Garten eingepflanzt.,"Vor einer Woche hat Linda wieder eine neue Blume eingegraben, weil sie von einer Rosensorte begeistert ist.","Es lässt sich nicht sagen, wie oft Linda eine neue Blume eingegraben hat.",unknown,8,ai,bii,1,neutral,cannot say,False,,,neutral,0.0347,0.9569,0.0084
8_ai_bii2_once_pos,Letzten Monat hat Judith bei Linda eine neue Blume im Garten eingepflanzt.,"Vor einer Woche hat Judith wieder eine neue Blume eingegraben, weil sie von einer Rosensorte begeistert ist.",Judith hat einmal eine neue Blume eingegraben.,unknown,8,ai,bii,2,positive,once,False,,,entailment,0.9999,0.0,0.0001
8_ai_bii2_twice_pos,Letzten Monat hat Judith bei Linda eine neue Blume im Garten eingepflanzt.,"Vor einer Woche hat Judith wieder eine neue Blume eingegraben, weil sie von einer Rosensorte begeistert ist.",Judith hat mindestens zweimal eine neue Blume eingegraben.,entailment,8,ai,bii,2,positive,twice,False,,,entailment,1.0,0.0,0.0
8_ai_bii2_cannot_say_pos,Letzten Monat hat Judith bei Linda eine neue Blume im Garten eingepflanzt.,"Vor einer Woche hat Judith wieder eine neue Blume eingegraben, weil sie von einer Rosensorte begeistert ist.","Es lässt sich nicht sagen, wie oft Judith eine neue Blume eingegraben hat.",unknown,8,ai,bii,2,positive,cannot say,False,,,neutral,0.1063,0.8446,0.0492
8_aii_bi1_once_neu,Letzten Monat hat Linda bei Judith eine neue Blume im Garten eingepflanzt.,"Vor einer Woche hat Linda wieder eine neue Blume bekommen, weil sie von einer Rosensorte begeistert ist.",Linda hat einmal eine neue Blume bekommen.,entailment,8,aii,bi,1,neutral,once,False,,,entailment,0.9994,0.0,0.0006
8_aii_bi1_twice_neu,Letzten Monat hat Linda bei Judith eine neue Blume im Garten eingepflanzt.,"Vor einer Woche hat Linda wieder eine neue Blume bekommen, weil sie von einer Rosensorte begeistert ist.",Linda hat mindestens zweimal eine neue Blume bekommen.,unknown,8,aii,bi,1,neutral,twice,False,,,entailment,1.0,0.0,0.0
8_aii_bi1_cannot_say_neu,Letzten Monat hat Linda bei Judith eine neue Blume im Garten eingepflanzt.,"Vor einer Woche hat Linda wieder eine neue Blume bekommen, weil sie von einer Rosensorte begeistert ist.","Es lässt sich nicht sagen, wie oft Linda eine neue Blume bekommen hat.",unknown,8,aii,bi,1,neutral,cannot say,False,,,neutral,0.08,0.8471,0.0729
8_aii_bi2_once_pos,Letzten Monat hat Linda bei Judith eine neue Blume im Garten eingepflanzt.,"Vor einer Woche hat Judith wieder eine neue Blume bekommen, weil sie von einer Rosensorte begeistert ist.",Judith hat einmal eine neue Blume bekommen.,unknown,8,aii,bi,2,positive,once,False,,,entailment,0.9999,0.0,0.0001
8_aii_bi2_twice_pos,Letzten Monat hat Linda bei Judith eine neue Blume im Garten eingepflanzt.,"Vor einer Woche hat Judith wieder eine neue Blume bekommen, weil sie von einer Rosensorte begeistert ist.",Judith hat mindestens zweimal eine neue Blume bekommen.,entailment,8,aii,bi,2,positive,twice,False,,,entailment,1.0,0.0,0.0
8_aii_bi2_cannot_say_pos,Letzten Monat hat Linda bei Judith eine neue Blume im Garten eingepflanzt.,"Vor einer Woche hat Judith wieder eine neue Blume bekommen, weil sie von einer Rosensorte begeistert ist.","Es lässt sich nicht sagen, wie oft Judith eine neue Blume bekommen hat.",unknown,8,aii,bi,2,positive,cannot say,False,,,neutral,0.0481,0.9091,0.0429
8_aii_bii1_once_pos,Letzten Monat hat Linda bei Judith eine neue Blume im Garten eingepflanzt.,"Vor einer Woche hat Linda wieder eine neue Blume eingegraben, weil sie von einer Rosensorte begeistert ist.",Linda hat einmal eine neue Blume eingegraben.,unknown,8,aii,bii,1,positive,once,False,,,entailment,0.9999,0.0,0.0001
8_aii_bii1_twice_pos,Letzten Monat hat Linda bei Judith eine neue Blume im Garten eingepflanzt.,"Vor einer Woche hat Linda wieder eine neue Blume eingegraben, weil sie von einer Rosensorte begeistert ist.",Linda hat mindestens zweimal eine neue Blume eingegraben.,entailment,8,aii,bii,1,positive,twice,False,,,entailment,1.0,0.0,0.0
8_aii_bii1_cannot_say_pos,Letzten Monat hat Linda bei Judith eine neue Blume im Garten eingepflanzt.,"Vor einer Woche hat Linda wieder eine neue Blume eingegraben, weil sie von einer Rosensorte begeistert ist.","Es lässt sich nicht sagen, wie oft Linda eine neue Blume eingegraben hat.",unknown,8,aii,bii,1,positive,cannot say,False,,,neutral,0.1269,0.7813,0.0919
8_aii_bii2_once_neu,Letzten Monat hat Linda bei Judith eine neue Blume im Garten eingepflanzt.,"Vor einer Woche hat Judith wieder eine neue Blume eingegraben, weil sie von einer Rosensorte begeistert ist.",Judith hat einmal eine neue Blume eingegraben.,entailment,8,aii,bii,2,neutral,once,False,,,entailment,1.0,0.0,0.0
8_aii_bii2_twice_neu,Letzten Monat hat Linda bei Judith eine neue Blume im Garten eingepflanzt.,"Vor einer Woche hat Judith wieder eine neue Blume eingegraben, weil sie von einer Rosensorte begeistert ist.",Judith hat mindestens zweimal eine neue Blume eingegraben.,unknown,8,aii,bii,2,neutral,twice,False,,,entailment,0.9999,0.0,0.0001
8_aii_bii2_cannot_say_neu,Letzten Monat hat Linda bei Judith eine neue Blume im Garten eingepflanzt.,"Vor einer Woche hat Judith wieder eine neue Blume eingegraben, weil sie von einer Rosensorte begeistert ist.","Es lässt sich nicht sagen, wie oft Judith eine neue Blume eingegraben hat.",unknown,8,aii,bii,2,neutral,cannot say,False,,,neutral,0.057,0.9157,0.0272
9_ai_bi1_once_pos,Vor einem Jahr hat Judith für Timo ein teures Konzertticket bestellt.,"Vor vier Wochen hat Timo wieder ein teures Konzertticket bekommen, weil sie mit einem Freund feiern will.",Timo hat einmal ein teures Konzertticket bekommen.,unknown,9,ai,bi,1,positive,once,False,,,entailment,0.9997,0.0,0.0003
9_ai_bi1_twice_pos,Vor einem Jahr hat Judith für Timo ein teures Konzertticket bestellt.,"Vor vier Wochen hat Timo wieder ein teures Konzertticket bekommen, weil sie mit einem Freund feiern will.",Timo hat mindestens zweimal ein teures Konzertticket bekommen.,entailment,9,ai,bi,1,positive,twice,False,,,entailment,1.0,0.0,0.0
9_ai_bi1_cannot_say_pos,Vor einem Jahr hat Judith für Timo ein teures Konzertticket bestellt.,"Vor vier Wochen hat Timo wieder ein teures Konzertticket bekommen, weil sie mit einem Freund feiern will.","Es lässt sich nicht sagen, wie oft Timo ein teures Konzertticket bekommen hat.",unknown,9,ai,bi,1,positive,cannot say,False,,,neutral,0.1236,0.8274,0.0489
9_ai_bi2_once_neu,Vor einem Jahr hat Judith für Timo ein teures Konzertticket bestellt.,"Vor vier Wochen hat Judith wieder ein teures Konzertticket bekommen, weil er mit einem Freund feiern will.",Judith hat einmal ein teures Konzertticket bekommen.,entailment,9,ai,bi,2,neutral,once,False,,,entailment,0.9976,0.0,0.0024
9_ai_bi2_twice_neu,Vor einem Jahr hat Judith für Timo ein teures Konzertticket bestellt.,"Vor vier Wochen hat Judith wieder ein teures Konzertticket bekommen, weil er mit einem Freund feiern will.",Judith hat mindestens zweimal ein teures Konzertticket bekommen.,unknown,9,ai,bi,2,neutral,twice,False,,,entailment,1.0,0.0,0.0
9_ai_bi2_cannot_say_neu,Vor einem Jahr hat Judith für Timo ein teures Konzertticket bestellt.,"Vor vier Wochen hat Judith wieder ein teures Konzertticket bekommen, weil er mit einem Freund feiern will.","Es lässt sich nicht sagen, wie oft Judith ein teures Konzertticket bekommen hat.",unknown,9,ai,bi,2,neutral,cannot say,False,,,neutral,0.082,0.8816,0.0364
9_ai_bii1_once_neu,Vor einem Jahr hat Judith für Timo ein teures Konzertticket bestellt.,"Vor vier Wochen hat Timo wieder ein teures Konzertticket erworben, weil sie mit einem Freund feiern will.",Timo hat einmal ein teures Konzertticket erworben.,entailment,9,ai,bii,1,neutral,once,False,,,entailment,0.9985,0.0,0.0015
9_ai_bii1_twice_neu,Vor einem Jahr hat Judith für Timo ein teures Konzertticket bestellt.,"Vor vier Wochen hat Timo wieder ein teures Konzertticket erworben, weil sie mit einem Freund feiern will.",Timo hat mindestens zweimal ein teures Konzertticket erworben.,unknown,9,ai,bii,1,neutral,twice,False,,,entailment,1.0,0.0,0.0
9_ai_bii1_cannot_say_neu,Vor einem Jahr hat Judith für Timo ein teures Konzertticket bestellt.,"Vor vier Wochen hat Timo wieder ein teures Konzertticket erworben, weil sie mit einem Freund feiern will.","Es lässt sich nicht sagen, wie oft Timo ein teures Konzertticket erworben hat.",unknown,9,ai,bii,1,neutral,cannot say,False,,,neutral,0.1183,0.8605,0.0212
9_ai_bii2_once_pos,Vor einem Jahr hat Judith für Timo ein teures Konzertticket bestellt.,"Vor vier Wochen hat Judith wieder ein teures Konzertticket erworben, weil er mit einem Freund feiern will.",Judith hat einmal ein teures Konzertticket erworben.,unknown,9,ai,bii,2,positive,once,False,,,entailment,0.9996,0.0,0.0004
9_ai_bii2_twice_pos,Vor einem Jahr hat Judith für Timo ein teures Konzertticket bestellt.,"Vor vier Wochen hat Judith wieder ein teures Konzertticket erworben, weil er mit einem Freund feiern will.",Judith hat mindestens zweimal ein teures Konzertticket erworben.,entailment,9,ai,bii,2,positive,twice,False,,,entailment,1.0,0.0,0.0
9_ai_bii2_cannot_say_pos,Vor einem Jahr hat Judith für Timo ein teures Konzertticket bestellt.,"Vor vier Wochen hat Judith wieder ein teures Konzertticket erworben, weil er mit einem Freund feiern will.","Es lässt sich nicht sagen, wie oft Judith ein teures Konzertticket erworben hat.",unknown,9,ai,bii,2,positive,cannot say,False,,,neutral,0.1527,0.8083,0.039
9_aii_bi1_once_neu,Vor einem Jahr hat Timo für Judith ein teures Konzertticket bestellt.,"Vor vier Wochen hat Timo wieder ein teures Konzertticket bekommen, weil sie mit einem Freund feiern will.",Timo hat einmal ein teures Konzertticket bekommen.,entailment,9,aii,bi,1,neutral,once,False,,,entailment,0.9995,0.0,0.0005
9_aii_bi1_twice_neu,Vor einem Jahr hat Timo für Judith ein teures Konzertticket bestellt.,"Vor vier Wochen hat Timo wieder ein teures Konzertticket bekommen, weil sie mit einem Freund feiern will.",Timo hat mindestens zweimal ein teures Konzertticket bekommen.,unknown,9,aii,bi,1,neutral,twice,False,,,entailment,1.0,0.0,0.0
9_aii_bi1_cannot_say_neu,Vor einem Jahr hat Timo für Judith ein teures Konzertticket bestellt.,"Vor vier Wochen hat Timo wieder ein teures Konzertticket bekommen, weil sie mit einem Freund feiern will.","Es lässt sich nicht sagen, wie oft Timo ein teures Konzertticket bekommen hat.",unknown,9,aii,bi,1,neutral,cannot say,False,,,neutral,0.1658,0.7202,0.114
9_aii_bi2_once_pos,Vor einem Jahr hat Timo für Judith ein teures Konzertticket bestellt.,"Vor vier Wochen hat Judith wieder ein teures Konzertticket bekommen, weil er mit einem Freund feiern will.",Judith hat einmal ein teures Konzertticket bekommen.,unknown,9,aii,bi,2,positive,once,False,,,entailment,0.9991,0.0,0.0009
9_aii_bi2_twice_pos,Vor einem Jahr hat Timo für Judith ein teures Konzertticket bestellt.,"Vor vier Wochen hat Judith wieder ein teures Konzertticket bekommen, weil er mit einem Freund feiern will.",Judith hat mindestens zweimal ein teures Konzertticket bekommen.,entailment,9,aii,bi,2,positive,twice,False,,,entailment,1.0,0.0,0.0
9_aii_bi2_cannot_say_pos,Vor einem Jahr hat Timo für Judith ein teures Konzertticket bestellt.,"Vor vier Wochen hat Judith wieder ein teures Konzertticket bekommen, weil er mit einem Freund feiern will.","Es lässt sich nicht sagen, wie oft Judith ein teures Konzertticket bekommen hat.",unknown,9,aii,bi,2,positive,cannot say,False,,,neutral,0.1029,0.8615,0.0356
9_aii_bii1_once_pos,Vor einem Jahr hat Timo für Judith ein teures Konzertticket bestellt.,"Vor vier Wochen hat Timo wieder ein teures Konzertticket erworben, weil sie mit einem Freund feiern will.",Timo hat einmal ein teures Konzertticket erworben.,unknown,9,aii,bii,1,positive,once,False,,,entailment,0.9998,0.0,0.0002
9_aii_bii1_twice_pos,Vor einem Jahr hat Timo für Judith ein teures Konzertticket bestellt.,"Vor vier Wochen hat Timo wieder ein teures Konzertticket erworben, weil sie mit einem Freund feiern will.",Timo hat mindestens zweimal ein teures Konzertticket erworben.,entailment,9,aii,bii,1,positive,twice,False,,,entailment,1.0,0.0,0.0
9_aii_bii1_cannot_say_pos,Vor einem Jahr hat Timo für Judith ein teures Konzertticket bestellt.,"Vor vier Wochen hat Timo wieder ein teures Konzertticket erworben, weil sie mit einem Freund feiern will.","Es lässt sich nicht sagen, wie oft Timo ein teures Konzertticket erworben hat.",unknown,9,aii,bii,1,positive,cannot say,False,,,neutral,0.1443,0.7962,0.0595
9_aii_bii2_once_neu,Vor einem Jahr hat Timo für Judith ein teures Konzertticket bestellt.,"Vor vier Wochen hat Judith wieder ein teures Konzertticket erworben, weil er mit einem Freund feiern will.",Judith hat einmal ein teures Konzertticket erworben.,entailment,9,aii,bii,2,neutral,once,False,,,entailment,0.999,0.0,0.001
9_aii_bii2_twice_neu,Vor einem Jahr hat Timo für Judith ein teures Konzertticket bestellt.,"Vor vier Wochen hat Judith wieder ein teures Konzertticket erworben, weil er mit einem Freund feiern will.",Judith hat mindestens zweimal ein teures Konzertticket erworben.,unknown,9,aii,bii,2,neutral,twice,False,,,entailment,1.0,0.0,0.0
9_aii_bii2_cannot_say_neu,Vor einem Jahr hat Timo für Judith ein teures Konzertticket bestellt.,"Vor vier Wochen hat Judith wieder ein teures Konzertticket erworben, weil er mit einem Freund feiern will.","Es lässt sich nicht sagen, wie oft Judith ein teures Konzertticket erworben hat.",unknown,9,aii,bii,2,neutral,cannot say,False,,,neutral,0.1314,0.8435,0.0251
10_ai_bi1_once_pos,Letztes Semester hat Greta Judith einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Judith wieder einen kleinen Spickzettel erhalten, als sie an einer Klausur teilgenommen hat.",Judith hat einmal einen kleinen Spickzettel erhalten.,unknown,10,ai,bi,1,positive,once,False,,,entailment,0.9995,0.0,0.0005
10_ai_bi1_twice_pos,Letztes Semester hat Greta Judith einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Judith wieder einen kleinen Spickzettel erhalten, als sie an einer Klausur teilgenommen hat.",Judith hat mindestens zweimal einen kleinen Spickzettel erhalten.,entailment,10,ai,bi,1,positive,twice,False,,,entailment,1.0,0.0,0.0
10_ai_bi1_cannot_say_pos,Letztes Semester hat Greta Judith einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Judith wieder einen kleinen Spickzettel erhalten, als sie an einer Klausur teilgenommen hat.","Es lässt sich nicht sagen, wie oft Judith einen kleinen Spickzettel erhalten hat.",unknown,10,ai,bi,1,positive,cannot say,False,,,neutral,0.0603,0.9282,0.0115
10_ai_bi2_once_neu,Letztes Semester hat Greta Judith einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Greta wieder einen kleinen Spickzettel erhalten, als sie an einer Klausur teilgenommen hat.",Greta hat einmal einen kleinen Spickzettel erhalten.,entailment,10,ai,bi,2,neutral,once,False,,,entailment,0.9996,0.0,0.0004
10_ai_bi2_twice_neu,Letztes Semester hat Greta Judith einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Greta wieder einen kleinen Spickzettel erhalten, als sie an einer Klausur teilgenommen hat.",Greta hat mindestens zweimal einen kleinen Spickzettel erhalten.,unknown,10,ai,bi,2,neutral,twice,False,,,entailment,1.0,0.0,0.0
10_ai_bi2_cannot_say_neu,Letztes Semester hat Greta Judith einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Greta wieder einen kleinen Spickzettel erhalten, als sie an einer Klausur teilgenommen hat.","Es lässt sich nicht sagen, wie oft Greta einen kleinen Spickzettel erhalten hat.",unknown,10,ai,bi,2,neutral,cannot say,False,,,neutral,0.0581,0.9323,0.0096
10_ai_bii1_once_neu,Letztes Semester hat Greta Judith einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Judith wieder einen kleinen Spickzettel weitergegeben, als sie an einer Klausur teilgenommen hat.",Judith hat einmal einen kleinen Spickzettel weitergegeben.,entailment,10,ai,bii,1,neutral,once,False,,,entailment,0.9999,0.0,0.0001
10_ai_bii1_twice_neu,Letztes Semester hat Greta Judith einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Judith wieder einen kleinen Spickzettel weitergegeben, als sie an einer Klausur teilgenommen hat.",Judith hat mindestens zweimal einen kleinen Spickzettel weitergegeben.,unknown,10,ai,bii,1,neutral,twice,False,,,entailment,1.0,0.0,0.0
10_ai_bii1_cannot_say_neu,Letztes Semester hat Greta Judith einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Judith wieder einen kleinen Spickzettel weitergegeben, als sie an einer Klausur teilgenommen hat.","Es lässt sich nicht sagen, wie oft Judith einen kleinen Spickzettel weitergegeben hat.",unknown,10,ai,bii,1,neutral,cannot say,False,,,neutral,0.0506,0.9356,0.0138
10_ai_bii2_once_pos,Letztes Semester hat Greta Judith einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Greta wieder einen kleinen Spickzettel weitergegeben, als sie an einer Klausur teilgenommen hat.",Greta hat einmal einen kleinen Spickzettel weitergegeben.,unknown,10,ai,bii,2,positive,once,False,,,entailment,1.0,0.0,0.0
10_ai_bii2_twice_pos,Letztes Semester hat Greta Judith einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Greta wieder einen kleinen Spickzettel weitergegeben, als sie an einer Klausur teilgenommen hat.",Greta hat mindestens zweimal einen kleinen Spickzettel weitergegeben.,entailment,10,ai,bii,2,positive,twice,False,,,entailment,1.0,0.0,0.0
10_ai_bii2_cannot_say_pos,Letztes Semester hat Greta Judith einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Greta wieder einen kleinen Spickzettel weitergegeben, als sie an einer Klausur teilgenommen hat.","Es lässt sich nicht sagen, wie oft Greta einen kleinen Spickzettel weitergegeben hat.",unknown,10,ai,bii,2,positive,cannot say,False,,,neutral,0.0545,0.9274,0.0181
10_aii_bi1_once_neu,Letztes Semester hat Judith Greta einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Judith wieder einen kleinen Spickzettel erhalten, als sie an einer Klausur teilgenommen hat.",Judith hat einmal einen kleinen Spickzettel erhalten.,entailment,10,aii,bi,1,neutral,once,False,,,entailment,0.9997,0.0,0.0003
10_aii_bi1_twice_neu,Letztes Semester hat Judith Greta einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Judith wieder einen kleinen Spickzettel erhalten, als sie an einer Klausur teilgenommen hat.",Judith hat mindestens zweimal einen kleinen Spickzettel erhalten.,unknown,10,aii,bi,1,neutral,twice,False,,,entailment,1.0,0.0,0.0
10_aii_bi1_cannot_say_neu,Letztes Semester hat Judith Greta einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Judith wieder einen kleinen Spickzettel erhalten, als sie an einer Klausur teilgenommen hat.","Es lässt sich nicht sagen, wie oft Judith einen kleinen Spickzettel erhalten hat.",unknown,10,aii,bi,1,neutral,cannot say,False,,,neutral,0.0581,0.9329,0.009
10_aii_bi2_once_pos,Letztes Semester hat Judith Greta einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Greta wieder einen kleinen Spickzettel erhalten, als sie an einer Klausur teilgenommen hat.",Greta hat einmal einen kleinen Spickzettel erhalten.,unknown,10,aii,bi,2,positive,once,False,,,entailment,0.9998,0.0,0.0002
10_aii_bi2_twice_pos,Letztes Semester hat Judith Greta einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Greta wieder einen kleinen Spickzettel erhalten, als sie an einer Klausur teilgenommen hat.",Greta hat mindestens zweimal einen kleinen Spickzettel erhalten.,entailment,10,aii,bi,2,positive,twice,False,,,entailment,1.0,0.0,0.0
10_aii_bi2_cannot_say_pos,Letztes Semester hat Judith Greta einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Greta wieder einen kleinen Spickzettel erhalten, als sie an einer Klausur teilgenommen hat.","Es lässt sich nicht sagen, wie oft Greta einen kleinen Spickzettel erhalten hat.",unknown,10,aii,bi,2,positive,cannot say,False,,,neutral,0.0754,0.9019,0.0228
10_aii_bii1_once_pos,Letztes Semester hat Judith Greta einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Judith wieder einen kleinen Spickzettel weitergegeben, als sie an einer Klausur teilgenommen hat.",Judith hat einmal einen kleinen Spickzettel weitergegeben.,unknown,10,aii,bii,1,positive,once,False,,,entailment,1.0,0.0,0.0
10_aii_bii1_twice_pos,Letztes Semester hat Judith Greta einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Judith wieder einen kleinen Spickzettel weitergegeben, als sie an einer Klausur teilgenommen hat.",Judith hat mindestens zweimal einen kleinen Spickzettel weitergegeben.,entailment,10,aii,bii,1,positive,twice,False,,,entailment,1.0,0.0,0.0
10_aii_bii1_cannot_say_pos,Letztes Semester hat Judith Greta einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Judith wieder einen kleinen Spickzettel weitergegeben, als sie an einer Klausur teilgenommen hat.","Es lässt sich nicht sagen, wie oft Judith einen kleinen Spickzettel weitergegeben hat.",unknown,10,aii,bii,1,positive,cannot say,False,,,neutral,0.0917,0.8701,0.0382
10_aii_bii2_once_neu,Letztes Semester hat Judith Greta einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Greta wieder einen kleinen Spickzettel weitergegeben, als sie an einer Klausur teilgenommen hat.",Greta hat einmal einen kleinen Spickzettel weitergegeben.,entailment,10,aii,bii,2,neutral,once,False,,,entailment,1.0,0.0,0.0
10_aii_bii2_twice_neu,Letztes Semester hat Judith Greta einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Greta wieder einen kleinen Spickzettel weitergegeben, als sie an einer Klausur teilgenommen hat.",Greta hat mindestens zweimal einen kleinen Spickzettel weitergegeben.,unknown,10,aii,bii,2,neutral,twice,False,,,entailment,1.0,0.0,0.0
10_aii_bii2_cannot_say_neu,Letztes Semester hat Judith Greta einen kleinen Spickzettel zukommen lassen.,"Vor fünf Tagen hat Greta wieder einen kleinen Spickzettel weitergegeben, als sie an einer Klausur teilgenommen hat.","Es lässt sich nicht sagen, wie oft Greta einen kleinen Spickzettel weitergegeben hat.",unknown,10,aii,bii,2,neutral,cannot say,False,,,neutral,0.0645,0.9143,0.0212
11_ai_bi1_once_pos,Vor zwei Monaten hat Thorsten Linda ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Linda wieder ein interessantes Jobangebot bekommen, als sie auf einer Jobbörse zugegen war.",Linda hat einmal ein interessantes Jobangebot bekommen.,unknown,11,ai,bi,1,positive,once,False,,,entailment,1.0,0.0,0.0
11_ai_bi1_twice_pos,Vor zwei Monaten hat Thorsten Linda ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Linda wieder ein interessantes Jobangebot bekommen, als sie auf einer Jobbörse zugegen war.",Linda hat mindestens zweimal ein interessantes Jobangebot bekommen.,entailment,11,ai,bi,1,positive,twice,False,,,entailment,1.0,0.0,0.0
11_ai_bi1_cannot_say_pos,Vor zwei Monaten hat Thorsten Linda ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Linda wieder ein interessantes Jobangebot bekommen, als sie auf einer Jobbörse zugegen war.","Es lässt sich nicht sagen, wie oft Linda ein interessantes Jobangebot bekommen hat.",unknown,11,ai,bi,1,positive,cannot say,False,,,neutral,0.0586,0.9162,0.0252
11_ai_bi2_once_neu,Vor zwei Monaten hat Thorsten Linda ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Thorsten wieder ein interessantes Jobangebot bekommen, als er auf einer Jobbörse zugegen war.",Thorsten hat einmal ein interessantes Jobangebot bekommen.,entailment,11,ai,bi,2,neutral,once,False,,,entailment,1.0,0.0,0.0
11_ai_bi2_twice_neu,Vor zwei Monaten hat Thorsten Linda ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Thorsten wieder ein interessantes Jobangebot bekommen, als er auf einer Jobbörse zugegen war.",Thorsten hat mindestens zweimal ein interessantes Jobangebot bekommen.,unknown,11,ai,bi,2,neutral,twice,False,,,entailment,1.0,0.0,0.0
11_ai_bi2_cannot_say_neu,Vor zwei Monaten hat Thorsten Linda ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Thorsten wieder ein interessantes Jobangebot bekommen, als er auf einer Jobbörse zugegen war.","Es lässt sich nicht sagen, wie oft Thorsten ein interessantes Jobangebot bekommen hat.",unknown,11,ai,bi,2,neutral,cannot say,False,,,neutral,0.0539,0.9166,0.0295
11_ai_bii1_once_neu,Vor zwei Monaten hat Thorsten Linda ein interessantes Jobangebot offeriert.,"Vor zwei Tagen hat Linda wieder ein interessantes Jobangebot gemacht, als sie auf einer Jobbörse zugegen war.",Linda hat einmal ein interessantes Jobangebot gemacht.,entailment,11,ai,bii,1,neutral,once,False,,,entailment,1.0,0.0,0.0
